0	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName
ENSMUSG00000033717	2054.834003	0.124567536	0.123549838	0.284129443	0.4645506	Adra2a	chr19	54522979	54523380	19:54522979-54523380	.	.	54522979	54523380	0	1	401	54522974	cluster_2	Distal Intergenic	19	54045182	54048982	3801	1	ENSMUST00000036700	477798	ENSMUSG00000033717
ENSMUSG00000033740	476.6841004	-0.907070797	0.391935269	0.001417566	0.008102839	St18	chr1	6540335	6540736	1:6540335-6540736	.	.	6540335	6540736	0	1	401	6540329	cluster_1	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 2 of 23)	1	6487331	6860940	373610	1	ENSMUST00000131494	53005	ENSMUSG00000033740
ENSMUSG00000033740	476.6841004	-0.907070797	0.391935269	0.001417566	0.008102839	St18	chr1	6769985	6770386	1:6769985-6770386	.	.	6769985	6770386	0	1	401	6769979	cluster_1	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 5 of 23)	1	6802791	6809365	6575	1	ENSMUST00000132207	-32405	ENSMUSG00000033740
ENSMUSG00000033740	476.6841004	-0.907070797	0.391935269	0.001417566	0.008102839	St18	chr1	6823440	6823841	1:6823440-6823841	.	.	6823440	6823841	0	1	401	6823434	cluster_1	Intron (ENSMUST00000140079/ENSMUSG00000033740, intron 13 of 23)	1	6827897	6848984	21088	1	ENSMUST00000151015	-4056	ENSMUSG00000033740
ENSMUSG00000033767	1732.066711	-0.29630727	0.088661423	0.000499313	0.003397447	D930015E06Rik	chr3	83997531	83997932	3:83997531-83997932	.	.	83997531	83997932	0	1	401	83997523	cluster_1	Intron (ENSMUST00000052342/ENSMUSG00000033767, intron 3 of 34)	3	83898287	84040161	141875	2	ENSMUST00000052342	42229	ENSMUSG00000033767
ENSMUSG00000033854	2117.481374	-0.658123793	0.184537748	5.92294E-05	0.000559577	Kcnk10	chr12	98545868	98546269	12:98545868-98546269	.	.	98545868	98546269	0	1	401	98545859	cluster_3	Intron (ENSMUST00000110113/ENSMUSG00000033854, intron 1 of 6)	12	98433994	98577940	143947	2	ENSMUST00000110113	31671	ENSMUSG00000033854
ENSMUSG00000033900	6021.530601	-0.063081297	0.179890061	0.670945276	0.801057636	Map9	chr3	82431683	82432084	3:82431683-82432084	.	.	82431683	82432084	0	1	401	82431675	cluster_3	Distal Intergenic	3	82358072	82395268	37197	1	ENSMUST00000091014	73612	ENSMUSG00000033900
ENSMUSG00000033931	1116.852151	0.321678925	0.103439693	0.001006215	0.006110697	Rbm34	chr8	126961490	126961891	8:126961490-126961891	.	.	126961490	126961891	0	1	401	126961489	cluster_1	Intron (ENSMUST00000045994/ENSMUSG00000033931, intron 5 of 10)	8	126947175	126971079	23905	2	ENSMUST00000045994	9188	ENSMUSG00000033931
ENSMUSG00000033981	16225.35801	-0.775298587	0.178836233	1.91634E-06	2.89295E-05	Gria2	chr3	80769834	80770235	3:80769834-80770235	.	.	80769834	80770235	0	1	401	80769826	cluster_3	Intron (ENSMUST00000075316/ENSMUSG00000033981, intron 2 of 15)	3	80684936	80802791	117856	2	ENSMUST00000075316	32556	ENSMUSG00000033981
ENSMUSG00000033991	1303.938189	-0.233848787	0.141783928	0.066135768	0.167798879	Ttc37	chr13	76190293	76190694	13:76190293-76190694	.	.	76190293	76190694	0	1	401	76190286	cluster_3	Distal Intergenic	13	76098734	76187983	89250	1	ENSMUST00000091466	91560	ENSMUSG00000033991
ENSMUSG00000034040	4592.819103	-0.766862633	0.174948415	1.54844E-06	2.39843E-05	Wbscr17	chr5	131181184	131181585	5:131181184-131181585	.	.	131181184	131181585	0	1	401	131181183	cluster_3	Intron (ENSMUST00000086023/ENSMUSG00000034040, intron 1 of 10)	5	131085272	131306915	221644	2	ENSMUST00000160807	125330	ENSMUSG00000034040
ENSMUSG00000034083	796.6052782	0.361060119	0.116585299	0.000924763	0.00567568	Ccdc174	chr6	91862764	91863165	6:91862764-91863165	.	.	91862764	91863165	0	1	401	91862755	cluster_3	Distal Intergenic	6	91878053	91899843	21791	1	ENSMUST00000037783	-14888	ENSMUSG00000034083
ENSMUSG00000034098	1677.758408	-1.748103271	0.233681065	5.16137E-15	4.7244E-13	Fstl5	chr3	76140466	76140867	3:76140466-76140867	.	.	76140466	76140867	0	1	401	76140459	cluster_3	Intron (ENSMUST00000038364/ENSMUSG00000034098, intron 1 of 15)	3	76075583	76708636	633054	1	ENSMUST00000160261	64884	ENSMUSG00000034098
ENSMUSG00000034098	1677.758408	-1.748103271	0.233681065	5.16137E-15	4.7244E-13	Fstl5	chr3	76205604	76206005	3:76205604-76206005	.	.	76205604	76206005	0	1	401	76205597	cluster_3	Intron (ENSMUST00000038364/ENSMUSG00000034098, intron 2 of 15)	3	76075583	76708636	633054	1	ENSMUST00000160261	130022	ENSMUSG00000034098
ENSMUSG00000034098	1677.758408	-1.748103271	0.233681065	5.16137E-15	4.7244E-13	Fstl5	chr3	76654264	76654665	3:76654264-76654665	.	.	76654264	76654665	0	1	401	76654257	cluster_3	Intron (ENSMUST00000038364/ENSMUSG00000034098, intron 13 of 15)	3	76593550	76707549	114000	1	ENSMUST00000162471	60715	ENSMUSG00000034098
ENSMUSG00000034098	1677.758408	-1.748103271	0.233681065	5.16137E-15	4.7244E-13	Fstl5	chr3	76724261	76724662	3:76724261-76724662	.	.	76724261	76724662	0	1	401	76724254	cluster_3	Distal Intergenic	3	76593550	76707549	114000	1	ENSMUST00000162471	130712	ENSMUSG00000034098
ENSMUSG00000034135	4344.437496	0.314150134	0.175214882	0.035351548	0.10479579	Sik3	chr9	46025944	46026345	9:46025944-46026345	.	.	46025944	46026345	0	1	401	46025940	cluster_1	Intron (ENSMUST00000126865/ENSMUSG00000034135, intron 1 of 24)	9	46013000	46221234	208235	1	ENSMUST00000120247	12945	ENSMUSG00000034135
ENSMUSG00000034171	2552.855985	-1.327915293	0.159438475	6.38451E-18	9.78427E-16	Faah	chr4	116015967	116016368	4:116015967-116016368	.	.	116015967	116016368	0	1	401	116015966	cluster_3	Promoter (1-2kb)	4	115967145	116017675	50531	2	ENSMUST00000125761	1307	ENSMUSG00000034171
ENSMUSG00000034177	89.08550945	-0.086754016	0.227060464	0.595114082	0.74284603	Rnf43	chr11	87657280	87657681	11:87657280-87657681	.	.	87657280	87657681	0	1	401	87657272	cluster_3	3' UTR	11	87662722	87729934	67213	1	ENSMUST00000134684	-5041	ENSMUSG00000034177
ENSMUSG00000034224	7.201148643	-0.103996089	0.319822139	0.399928339	0.580434768	Slc38a8	chr8	119497649	119498050	8:119497649-119498050	.	.	119497649	119498050	0	1	401	119497648	cluster_3	Promoter (<=1kb)	8	119485521	119496987	11467	2	ENSMUST00000132838	-663	ENSMUSG00000034224
ENSMUSG00000034265	638.5521113	-0.910199002	0.132223863	6.65909E-13	4.17049E-11	Zdhhc14	chr17	5612122	5612523	17:5612122-5612523	.	.	5612122	5612523	0	1	401	5612117	cluster_1	Intron (ENSMUST00000089185/ENSMUSG00000034265, intron 1 of 8)	17	5492600	5753891	261292	1	ENSMUST00000089185	119523	ENSMUSG00000034265
ENSMUSG00000034310	301.4372255	0.402238175	0.214065816	0.020028226	0.067750999	Tmem132d	chr5	128407597	128407998	5:128407597-128407998	.	.	128407597	128407998	0	1	401	128407596	cluster_2	Intron (ENSMUST00000044441/ENSMUSG00000034310, intron 1 of 8)	5	127783491	128433077	649587	2	ENSMUST00000044441	25079	ENSMUSG00000034310
ENSMUSG00000034312	6164.896447	0.148634601	0.094178604	0.12135309	0.258949341	Iqsec1	chr6	90734147	90734548	6:90734147-90734548	.	.	90734147	90734548	0	1	401	90734138	cluster_3	Promoter (2-3kb)	6	90690662	90736687	46026	2	ENSMUST00000133492	2139	ENSMUSG00000034312
ENSMUSG00000034312	6164.896447	0.148634601	0.094178604	0.12135309	0.258949341	Iqsec1	chr6	90802512	90802913	6:90802512-90802913	.	.	90802512	90802913	0	1	401	90802503	cluster_3	Intron (ENSMUST00000101151/ENSMUSG00000034312, intron 1 of 13)	6	90659598	90810123	150526	2	ENSMUST00000101151	7210	ENSMUSG00000034312
ENSMUSG00000034324	1437.049926	-0.1201147	0.166486851	0.404911067	0.585192968	Tmem132c	chr5	127181140	127181541	5:127181140-127181541	.	.	127181140	127181541	0	1	401	127181139	cluster_1	Distal Intergenic	5	127241808	127565793	323986	1	ENSMUST00000119026	-60267	ENSMUSG00000034324
ENSMUSG00000034334	153.7447687	0.008251908	0.207280175	0.957595167	0.97696183	Fam151b	chr13	92459534	92459935	13:92459534-92459935	.	.	92459534	92459935	0	1	401	92459525	cluster_3	Intron (ENSMUST00000040106/ENSMUSG00000034334, intron 5 of 5)	13	92449622	92484031	34410	2	ENSMUST00000040106	24096	ENSMUSG00000034334
ENSMUSG00000034390	8239.905105	-0.294864144	0.221068802	0.091437437	0.212507721	Cmip	chr8	117395028	117395429	8:117395028-117395429	.	.	117395028	117395429	0	1	401	117395027	cluster_3	Intron (ENSMUST00000166750/ENSMUSG00000034390, intron 3 of 20)	8	117349170	117461503	112334	1	ENSMUST00000095172	45859	ENSMUSG00000034390
ENSMUSG00000034402	62.95449302	0.07083312	0.240089355	0.666343329	0.797884409	Kcnh5	chr12	74936532	74936933	12:74936532-74936933	.	.	74936532	74936933	0	1	401	74936525	cluster_3	Intron (ENSMUST00000042299/ENSMUSG00000034402, intron 10 of 10)	12	74897217	75177332	280116	2	ENSMUST00000042299	240399	ENSMUSG00000034402
ENSMUSG00000034413	2229.577887	-0.522589877	0.177493698	0.00082015	0.005160442	Neurl1b	chr17	26390686	26391087	17:26390686-26391087	.	.	26390686	26391087	0	1	401	26390684	cluster_3	Distal Intergenic	17	26414965	26446338	31374	1	ENSMUST00000053020	-23878	ENSMUSG00000034413
ENSMUSG00000034432	3680.486159	-0.050512732	0.072743114	0.484928028	0.653930343	Cops8	chr1	90433991	90434392	1:90433991-90434392	.	.	90433991	90434392	0	1	401	90433982	cluster_2	Distal Intergenic	1	90603425	90613341	9917	1	ENSMUST00000036153	-169033	ENSMUSG00000034432
ENSMUSG00000034432	3680.486159	-0.050512732	0.072743114	0.484928028	0.653930343	Cops8	chr1	90450454	90450855	1:90450454-90450855	.	.	90450454	90450855	0	1	401	90450445	cluster_3	Distal Intergenic	1	90603425	90613341	9917	1	ENSMUST00000036153	-152570	ENSMUSG00000034432
ENSMUSG00000034472	414.4127501	-0.179910675	0.272349228	0.30537581	0.487103553	Rasd2	chr8	75204195	75204596	8:75204195-75204596	.	.	75204195	75204596	0	1	401	75204188	cluster_1	Distal Intergenic	8	75213944	75224113	10170	1	ENSMUST00000139848	-9348	ENSMUSG00000034472
ENSMUSG00000034473	828.1193055	-0.141329598	0.124870986	0.218175378	0.389538369	Sec22a	chr16	35311390	35311791	16:35311390-35311791	.	.	35311390	35311791	0	1	401	35311387	cluster_1	Exon (ENSMUST00000043521/ENSMUSG00000034473, exon 1 of 7)	16	35314070	35347739	33670	2	ENSMUST00000154064	35948	ENSMUSG00000034473
ENSMUSG00000034484	2760.083432	0.29898885	0.078313707	6.5519E-05	0.000610495	Snx2	chr18	53028004	53028405	18:53028004-53028405	.	.	53028004	53028405	0	1	401	53027999	cluster_2	Distal Intergenic	18	53176365	53220860	44496	1	ENSMUST00000037850	-147960	ENSMUSG00000034484
ENSMUSG00000034488	2932.329863	-0.149971259	0.176212318	0.317729083	0.500299029	Edil3	chr13	89024036	89024437	13:89024036-89024437	.	.	89024036	89024437	0	1	401	89024028	cluster_3	Intron (ENSMUST00000118731/ENSMUSG00000034488, intron 3 of 9)	13	88821642	89323223	501582	1	ENSMUST00000043111	202395	ENSMUSG00000034488
ENSMUSG00000034488	2932.329863	-0.149971259	0.176212318	0.317729083	0.500299029	Edil3	chr13	89030223	89030624	13:89030223-89030624	.	.	89030223	89030624	0	1	401	89030215	cluster_3	Intron (ENSMUST00000118731/ENSMUSG00000034488, intron 3 of 9)	13	88821642	89323223	501582	1	ENSMUST00000043111	208582	ENSMUSG00000034488
ENSMUSG00000034525	7264.708514	-0.312621947	0.153750038	0.024766339	0.080070044	Ice1	chr13	70475331	70475732	13:70475331-70475732	.	.	70475331	70475732	0	1	401	70475324	cluster_3	Distal Intergenic	13	70588689	70637634	48946	2	ENSMUST00000043493	161902	ENSMUSG00000034525
ENSMUSG00000034525	7264.708514	-0.312621947	0.153750038	0.024766339	0.080070044	Ice1	chr13	70631789	70632190	13:70631789-70632190	.	.	70631789	70632190	0	1	401	70631782	cluster_1	Intron (ENSMUST00000043493/ENSMUSG00000034525, intron 1 of 18)	13	70588689	70637634	48946	2	ENSMUST00000043493	5444	ENSMUSG00000034525
ENSMUSG00000034525	7264.708514	-0.312621947	0.153750038	0.024766339	0.080070044	Ice1	chr13	70702903	70703304	13:70702903-70703304	.	.	70702903	70703304	0	1	401	70702896	cluster_3	Distal Intergenic	13	70588689	70637634	48946	2	ENSMUST00000043493	-65270	ENSMUSG00000034525
ENSMUSG00000034532	564.2593561	0.399249829	0.127813326	0.000734813	0.004714409	Fbxo16	chr14	65276208	65276609	14:65276208-65276609	.	.	65276208	65276609	0	1	401	65276202	cluster_1	Intron (ENSMUST00000169656/ENSMUSG00000034532, intron 2 of 7)	14	65266701	65321501	54801	1	ENSMUST00000169656	9508	ENSMUSG00000034532
ENSMUSG00000034613	2795.677908	-0.151365834	0.22084631	0.359024124	0.541104083	Ppm1h	chr10	122693200	122693601	10:122693200-122693601	.	.	122693200	122693601	0	1	401	122693199	cluster_3	Intron (ENSMUST00000162853/ENSMUSG00000034613, intron 1 of 5)	10	122678782	122945795	267014	1	ENSMUST00000067918	14419	ENSMUSG00000034613
ENSMUSG00000034617	578.3474019	-0.141409645	0.104549164	0.150580878	0.300719521	Mtrr	chr13	68577928	68578329	13:68577928-68578329	.	.	68577928	68578329	0	1	401	68577922	cluster_3	Intron (ENSMUST00000045827/ENSMUSG00000034617, intron 3 of 14)	13	68560780	68582121	21342	2	ENSMUST00000045827	3792	ENSMUSG00000034617
ENSMUSG00000034620	2230.554196	0.027250665	0.075945586	0.707319029	0.827191313	Tmem5	chr10	122126355	122126756	10:122126355-122126756	.	.	122126355	122126756	0	1	401	122126354	cluster_3	Distal Intergenic	10	122078114	122097371	19258	2	ENSMUST00000140299	-28985	ENSMUSG00000034620
ENSMUSG00000034648	2576.035036	-0.179896073	0.113333554	0.090101794	0.210403578	Lrrn1	chr6	107631115	107631516	6:107631115-107631516	.	.	107631115	107631516	0	1	401	107631114	cluster_3	Distal Intergenic	6	107529726	107570228	40503	1	ENSMUST00000049285	101390	ENSMUSG00000034648
ENSMUSG00000034687	1555.037303	-1.000347791	0.302624982	7.56334E-05	0.000688118	Fras1	chr5	96501777	96502178	5:96501777-96502178	.	.	96501777	96502178	0	1	401	96501768	cluster_3	Intron (ENSMUST00000036019/ENSMUSG00000034687, intron 2 of 73)	5	96373955	96784728	410774	1	ENSMUST00000036019	127823	ENSMUSG00000034687
ENSMUSG00000034724	1754.404344	-0.73960025	0.142334023	3.42308E-08	7.89231E-07	Cnot6l	chr5	96029763	96030164	5:96029763-96030164	.	.	96029763	96030164	0	1	401	96029754	cluster_3	Distal Intergenic	5	96075576	96086933	11358	2	ENSMUST00000152490	56769	ENSMUSG00000034724
ENSMUSG00000034730	6777.970173	-0.422573279	0.144310144	0.001226196	0.007187689	Adgrb1	chr15	74430701	74431102	15:74430701-74431102	.	.	74430701	74431102	0	1	401	74430694	cluster_3	Distal Intergenic	15	74516196	74589443	73248	1	ENSMUST00000042035	-85094	ENSMUSG00000034730
ENSMUSG00000034762	26.59004436	-0.222309648	0.28456531	0.22248729	0.394190988	Glis1	chr4	107480680	107481081	4:107480680-107481081	.	.	107480680	107481081	0	1	401	107480679	cluster_3	Intron (ENSMUST00000135835/ENSMUSG00000034762, intron 2 of 2)	4	107438998	107635061	196064	1	ENSMUST00000106738	41683	ENSMUSG00000034762
ENSMUSG00000034765	895.7850259	-1.284902706	0.338396219	4.59891E-06	6.20623E-05	Dusp5	chr19	53500670	53501071	19:53500670-53501071	.	.	53500670	53501071	0	1	401	53500665	cluster_3	Distal Intergenic	19	53529109	53542431	13323	1	ENSMUST00000038287	-28038	ENSMUSG00000034765
ENSMUSG00000034774	1.337851766	0.023604742	0.323985007	0.675606975	0	Dsg1c	chr18	20237453	20237854	18:20237453-20237854	.	.	20237453	20237854	0	1	401	20237451	cluster_1	Distal Intergenic	18	20247340	20285031	37692	1	ENSMUST00000054128	-9486	ENSMUSG00000034774
ENSMUSG00000034796	5610.320037	-2.612313349	0.249476382	6.91885E-27	3.41369E-24	Cpne7	chr8	123137618	123138019	8:123137618-123138019	.	.	123137618	123138019	0	1	401	123137617	cluster_3	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123128623	123131892	3270	1	ENSMUST00000127431	8996	ENSMUSG00000034796
ENSMUSG00000034839	747.2986891	0.254108691	0.146994559	0.05480458	0.146239526	Larp6	chr9	60739102	60739503	9:60739102-60739503	.	.	60739102	60739503	0	1	401	60739096	cluster_2	Distal Intergenic	9	60712989	60738801	25813	1	ENSMUST00000038407	26114	ENSMUSG00000034839
ENSMUSG00000034906	341.4125106	0.198416923	0.221659989	0.241481479	0.416781981	Ncaph	chr2	127115490	127115891	2:127115490-127115891	.	.	127115490	127115891	0	1	401	127115489	cluster_1	Promoter (<=1kb)	2	127103827	127114670	10844	2	ENSMUST00000152806	-821	ENSMUSG00000034906
ENSMUSG00000034987	87.29582745	-0.1012257	0.208058463	0.531451935	0.692568524	Hrh2	chr13	54202458	54202859	13:54202458-54202859	.	.	54202458	54202859	0	1	401	54202453	cluster_3	Intron (ENSMUST00000038101/ENSMUSG00000034987, intron 1 of 2)	13	54192129	54222432	30304	1	ENSMUST00000038101	10330	ENSMUSG00000034987
ENSMUSG00000034990	187.2012573	-0.374243272	0.264848422	0.0522441	0.140818908	Otoa	chr7	121090916	121091317	7:121090916-121091317	.	.	121090916	121091317	0	1	401	121090915	cluster_3	5' UTR	7	121083424	121091595	8172	1	ENSMUST00000171880	7493	ENSMUSG00000034990
ENSMUSG00000034997	175.9888868	-0.903458664	0.390311293	0.001509758	0.008559066	Htr2a	chr14	74309390	74309791	14:74309390-74309791	.	.	74309390	74309791	0	1	401	74309383	cluster_3	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-331049	ENSMUSG00000034997
ENSMUSG00000034997	175.9888868	-0.903458664	0.390311293	0.001509758	0.008559066	Htr2a	chr14	74468366	74468767	14:74468366-74468767	.	.	74468366	74468767	0	1	401	74468359	cluster_1	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-172073	ENSMUSG00000034997
ENSMUSG00000035000	37.6362924	-0.049723676	0.288128855	0.718702532	0.834833966	Dpp4	chr2	62334382	62334783	2:62334382-62334783	.	.	62334382	62334783	0	1	401	62334376	cluster_1	Exon (ENSMUST00000047812/ENSMUSG00000035000, exon 3 of 26)	2	62334473	62345146	10674	2	ENSMUST00000156871	10363	ENSMUSG00000035000
ENSMUSG00000035095	2612.294477	-0.07036924	0.158404501	0.603997391	0.749865215	Fam167a	chr14	63439354	63439755	14:63439354-63439755	.	.	63439354	63439755	0	1	401	63439348	cluster_2	Promoter (2-3kb)	14	63436409	63442056	5648	1	ENSMUST00000128313	2946	ENSMUSG00000035095
ENSMUSG00000035131	190.0793189	1.199384723	0.347324344	2.57276E-05	0.000274795	Brinp3	chr1	146546851	146547252	1:146546851-146547252	.	.	146546851	146547252	0	1	401	146546850	cluster_1	Intron (ENSMUST00000074622/ENSMUSG00000035131, intron 2 of 7)	1	146497738	146517554	19817	1	ENSMUST00000125331	49114	ENSMUSG00000035131
ENSMUSG00000035189	247.5916363	-0.194192813	0.238100852	0.263952181	0.442817107	Ano4	chr10	89136826	89137227	10:89136826-89137227	.	.	89136826	89137227	0	1	401	89136818	cluster_3	Intron (ENSMUST00000045601/ENSMUSG00000035189, intron 2 of 26)	10	88948995	89257790	308796	2	ENSMUST00000045601	120563	ENSMUSG00000035189
ENSMUSG00000035189	247.5916363	-0.194192813	0.238100852	0.263952181	0.442817107	Ano4	chr10	89216063	89216464	10:89216063-89216464	.	.	89216063	89216464	0	1	401	89216055	cluster_3	Intron (ENSMUST00000045601/ENSMUSG00000035189, intron 1 of 26)	10	88948995	89257790	308796	2	ENSMUST00000045601	41326	ENSMUSG00000035189
ENSMUSG00000035236	1826.071933	0.200655984	0.189534783	0.195460152	0.361389582	Scai	chr2	39096791	39097192	2:39096791-39097192	.	.	39096791	39097192	0	1	401	39096788	cluster_3	Intron (ENSMUST00000038874/ENSMUSG00000035236, intron 13 of 17)	2	39106709	39108763	2055	2	ENSMUST00000131225	11571	ENSMUSG00000035236
ENSMUSG00000035270	49.87339535	0.053366863	0.236012217	0.745459111	0.852506319	Impg2	chr16	56229890	56230291	16:56229890-56230291	.	.	56229890	56230291	0	1	401	56229885	cluster_1	Intron (ENSMUST00000160116/ENSMUSG00000035270, intron 7 of 18)	16	56204338	56273756	69419	1	ENSMUST00000069936	25553	ENSMUSG00000035270
ENSMUSG00000035273	43.93706028	-0.349937611	0.313098186	0.083595192	0.19927494	Hpse	chr5	100732361	100732762	5:100732361-100732762	.	.	100732361	100732762	0	1	401	100732360	cluster_1	Distal Intergenic	5	100679484	100719716	40233	2	ENSMUST00000045617	-12646	ENSMUSG00000035273
ENSMUSG00000035354	1102.668492	0.102230229	0.097602691	0.277355423	0.457522324	Uvrag	chr7	99069785	99070186	7:99069785-99070186	.	.	99069785	99070186	0	1	401	99069776	cluster_3	Intron (ENSMUST00000037968/ENSMUSG00000035354, intron 5 of 14)	7	98886743	99141144	254402	2	ENSMUST00000037968	70958	ENSMUSG00000035354
ENSMUSG00000035357	928.0790046	0.333091774	0.103765053	0.000702894	0.00454276	Pdzrn3	chr6	101242391	101242792	6:101242391-101242792	.	.	101242391	101242792	0	1	401	101242390	cluster_2	Intron (ENSMUST00000075994/ENSMUSG00000035357, intron 3 of 9)	6	101169856	101199200	29345	2	ENSMUST00000144505	-43192	ENSMUSG00000035357
ENSMUSG00000035357	928.0790046	0.333091774	0.103765053	0.000702894	0.00454276	Pdzrn3	chr6	101355404	101355805	6:101355404-101355805	.	.	101355404	101355805	0	1	401	101355403	cluster_1	Promoter (<=1kb)	6	101156973	101355010	198038	2	ENSMUST00000124884	-395	ENSMUSG00000035357
ENSMUSG00000035357	928.0790046	0.333091774	0.103765053	0.000702894	0.00454276	Pdzrn3	chr6	101473337	101473738	6:101473337-101473738	.	.	101473337	101473738	0	1	401	101473336	cluster_2	Distal Intergenic	6	101149609	101377897	228289	2	ENSMUST00000075994	-95441	ENSMUSG00000035357
ENSMUSG00000035401	1523.647055	-0.205549172	0.077729965	0.007298487	0.030777797	RP23-331A21.2	chr7	98610601	98611002	7:98610601-98611002	.	.	98610601	98611002	0	1	401	98610592	cluster_1	Exon (ENSMUST00000038359/ENSMUSG00000035401, exon 7 of 20)	7	98590615	98656569	65955	2	ENSMUST00000038359	45567	ENSMUSG00000035401
ENSMUSG00000035403	3248.059921	-0.179186849	0.192223304	0.243346417	0.418878035	Crb2	chr2	37814896	37815297	2:37814896-37815297	.	.	37814896	37815297	0	1	401	37814893	cluster_1	Intron (ENSMUST00000102787/ENSMUSG00000035392, intron 20 of 21)	2	37795169	37796616	1448	1	ENSMUST00000137693	19728	ENSMUSG00000035403
ENSMUSG00000035431	1066.259101	-0.688882921	0.352837188	0.004783016	0.021875567	Sstr1	chr12	57949859	57950260	12:57949859-57950260	.	.	57949859	57950260	0	1	401	57949854	cluster_3	Distal Intergenic	12	58211772	58213887	2116	1	ENSMUST00000110671	-261512	ENSMUSG00000035431
ENSMUSG00000035459	7.598140501	-0.061790742	0.312586761	0.57336944	0.726052608	Stab2	chr10	86880542	86880943	10:86880542-86880943	.	.	86880542	86880943	0	1	401	86880534	cluster_2	Promoter (1-2kb)	10	86871859	86878958	7100	2	ENSMUST00000159023	-1585	ENSMUSG00000035459
ENSMUSG00000035505	591.4686006	-0.114774305	0.130645322	0.336080959	0.518777698	Cox18	chr5	90233327	90233728	5:90233327-90233728	.	.	90233327	90233728	0	1	401	90233318	cluster_3	Intron (ENSMUST00000014421/ENSMUSG00000055204, intron 31 of 33)	5	90214724	90224001	9278	2	ENSMUST00000048363	-9327	ENSMUSG00000035505
ENSMUSG00000035506	195.3096941	-0.135557424	0.274204754	0.419174104	0.598621457	Slc12a8	chr16	33459086	33459487	16:33459086-33459487	.	.	33459086	33459487	0	1	401	33459083	cluster_3	Intron (ENSMUST00000165418/ENSMUSG00000022811, intron 5 of 8)	16	33517328	33663408	146081	1	ENSMUST00000121925	-57841	ENSMUSG00000035506
ENSMUSG00000035566	7251.017447	-0.809227417	0.29144099	0.000481936	0.003297368	Pcdh17	chr14	84175430	84175831	14:84175430-84175831	.	.	84175430	84175831	0	1	401	84175422	cluster_3	Distal Intergenic	14	84443563	84537060	93498	1	ENSMUST00000071370	-267732	ENSMUSG00000035566
ENSMUSG00000035566	7251.017447	-0.809227417	0.29144099	0.000481936	0.003297368	Pcdh17	chr14	84551567	84551968	14:84551567-84551968	.	.	84551567	84551968	0	1	401	84551559	cluster_1	Distal Intergenic	14	84443563	84537060	93498	1	ENSMUST00000071370	108005	ENSMUSG00000035566
ENSMUSG00000035578	1106.750931	0.070204144	0.209962031	0.660003656	0.792835901	Iqcg	chr16	33024626	33025027	16:33024626-33025027	.	.	33024626	33025027	0	1	401	33024623	cluster_3	Promoter (<=1kb)	16	33016950	33023937	6988	2	ENSMUST00000133219	-690	ENSMUSG00000035578
ENSMUSG00000035580	34.77895968	0.601301402	0.340153086	0.011304085	0.043572853	Kcnh8	chr17	52651187	52651588	17:52651187-52651588	.	.	52651187	52651588	0	1	401	52651182	cluster_1	Intron (ENSMUST00000039366/ENSMUSG00000035580, intron 1 of 15)	17	52602763	52979033	376271	1	ENSMUST00000039366	48425	ENSMUSG00000035580
ENSMUSG00000035580	34.77895968	0.601301402	0.340153086	0.011304085	0.043572853	Kcnh8	chr17	52920732	52921133	17:52920732-52921133	.	.	52920732	52921133	0	1	401	52920727	cluster_1	Intron (ENSMUST00000039366/ENSMUSG00000035580, intron 11 of 15)	17	52602763	52979033	376271	1	ENSMUST00000039366	317970	ENSMUSG00000035580
ENSMUSG00000035649	1095.337486	-0.342712934	0.100093975	0.000315839	0.002294116	Zcchc7	chr4	44775637	44776038	4:44775637-44776038	.	.	44775637	44776038	0	1	401	44775633	cluster_3	Intron (ENSMUST00000107824/ENSMUSG00000035649, intron 2 of 8)	4	44760444	44912059	151616	1	ENSMUST00000067521	15194	ENSMUSG00000035649
ENSMUSG00000035681	607.6698818	0.138618739	0.194437358	0.380058899	0.561602672	Kcnc2	chr10	112263386	112263787	10:112263386-112263787	.	.	112263386	112263787	0	1	401	112263385	cluster_3	Distal Intergenic	10	112271123	112466304	195182	1	ENSMUST00000092175	-7336	ENSMUSG00000035681
ENSMUSG00000035735	3355.903675	-0.345204115	0.164285698	0.016193795	0.057239957	Dagla	chr19	10288432	10288833	19:10288432-10288833	.	.	10288432	10288833	0	1	401	10288431	cluster_3	Intron (ENSMUST00000039327/ENSMUSG00000035735, intron 1 of 19)	19	10245268	10304857	59590	2	ENSMUST00000125567	16024	ENSMUSG00000035735
ENSMUSG00000035775	2.943547099	0.028826115	0.324807047	0.592609658	0	Krt20	chr11	99451935	99452336	11:99451935-99452336	.	.	99451935	99452336	0	1	401	99451926	cluster_3	Distal Intergenic	11	99428403	99438150	9748	2	ENSMUST00000017743	-13786	ENSMUSG00000035775
