chr	start	end	peakID	baseMean	log2FoldChange	pvalue	padj	geneID	symbol	Annotation_homer	homer_genes
3	40845096	40847818	3_40845096_40847818	266.443868579926	-0.0260477405947696	0.380620173948308	0.928316279272019	ENSMUSG00000037818.16	RP23-200C3.1	promoter-TSS	ENSMUSG00000107741.2
4	155623857	155625856	4_155623857_155625856	238.01664315388902	-0.0257437602094213	0.372980662413495	0.928316279272019	ENSMUSG00000073682.3	Gm10563	promoter-TSS	ENSMUSG00000029062.14
2	122367911	122370548	2_122367911_122370548	170.117626938653	0.0231243730096113	0.36496356233714	0.928316279272019	ENSMUSG00000033256.14	Shf	promoter-TSS	ENSMUSG00000033256.14
3	40845096	40847818	3_40845096_40847818	266.443868579926	-0.0260477405947696	0.380620173948308	0.928316279272019	ENSMUSG00000025759.11	Mfsd8	promoter-TSS	ENSMUSG00000107741.2
3	40845096	40847818	3_40845096_40847818	266.443868579926	-0.0260477405947696	0.380620173948308	0.928316279272019	ENSMUSG00000107741.2	RP23-200C3.7	promoter-TSS	ENSMUSG00000107741.2
13	85285640	85290894	13_85285640_85290894	451.113674245569	-0.0307852209551406	0.38128915427072796	0.928316279272019	ENSMUSG00000021549.14	Rasa1	intron	ENSMUSG00000021549.14
11	78032398	78033079	11_78032398_78033079	82.5282040326898	-0.0150915243952423	0.375018182739197	0.928316279272019	ENSMUSG00000020834.17	Dhrs13	promoter-TSS	ENSMUSG00000087050.1
4	155623857	155625856	4_155623857_155625856	238.01664315388902	-0.0257437602094213	0.372980662413495	0.928316279272019	ENSMUSG00000086682.1	RP23-183D11.8	promoter-TSS	ENSMUSG00000029062.14
11	78032398	78033079	11_78032398_78033079	82.5282040326898	-0.0150915243952423	0.375018182739197	0.928316279272019	ENSMUSG00000087050.1	Dhrs13os	promoter-TSS	ENSMUSG00000087050.1
11	58953081	58957568	11_58953081_58957568	467.91543871367304	0.0318262434598354	0.380146008351801	0.928316279272019	ENSMUSG00000106175.1	Gm44313	promoter-TSS	ENSMUSG00000080712.3
17	33684192	33685893	17_33684192_33685893	194.723936184857	0.0234313559057701	0.38103470546910395	0.928316279272019	ENSMUSG00000079557.10	March2	TTS	ENSMUSG00000079557.10
4	155623857	155625856	4_155623857_155625856	238.01664315388902	-0.0257437602094213	0.372980662413495	0.928316279272019	ENSMUSG00000029062.14	Cdk11b	promoter-TSS	ENSMUSG00000029062.14
17	33684192	33685893	17_33684192_33685893	194.723936184857	0.0234313559057701	0.38103470546910395	0.928316279272019	ENSMUSG00000059208.14	Hnrnpm	TTS	ENSMUSG00000079557.10
18	36759782	36761590	18_36759782_36761590	154.700233315687	0.0219677512780064	0.37208544960262296	0.928316279272019	ENSMUSG00000042660.7	Wdr55	intron	ENSMUSG00000042660.7
2	71544761	71546737	2_71544761_71546737	95.24182511085371	0.0171464756419592	0.37324611116670103	0.928316279272019	ENSMUSG00000023391.8	Dlx2	exon	ENSMUSG00000023391.8
9	120127187	120128718	9_120127187_120128718	162.885298157439	0.0209299690678168	0.36562015840657897	0.928316279272019	ENSMUSG00000065041.1	Gm24044	promoter-TSS	ENSMUSG00000065041.1
16	91596107	91598675	16_91596107_91598675	230.86159419657398	0.025917602550025	0.36845292370338395	0.928316279272019	ENSMUSG00000022964.14	Tmem50b	intron	ENSMUSG00000022964.14
5	115279559	115280637	5_115279559_115280637	129.087053154813	0.0201046636392828	0.37747751355073705	0.928316279272019	ENSMUSG00000041733.10	Coq5	exon	ENSMUSG00000041733.10
2	148394976	148395702	2_148394976_148395702	55.62116019541929	-0.012266410189574	0.367124274691735	0.928316279272019	ENSMUSG00000037014.4	Sstr4	promoter-TSS	ENSMUSG00000037014.4
4	44232129	44234806	4_44232129_44234806	258.051865711221	0.0266792008764647	0.36731666398817203	0.928316279272019	ENSMUSG00000035696.15	Rnf38	intron	ENSMUSG00000035696.15
19	11770055	11771149	19_11770055_11771149	125.47589346504999	0.0206980698207634	0.3693125935237271	0.928316279272019	ENSMUSG00000024683.5	Mrpl16	intron	ENSMUSG00000024683.5
5	144760982	144761954	5_144760982_144761954	87.17835757948289	-0.0171061255753798	0.36518513436259503	0.928316279272019	ENSMUSG00000043388.8	Tmem130	exon	ENSMUSG00000043388.8
5	129669073	129670419	5_129669073_129670419	111.26448039306999	0.0182924550231467	0.3758913612233621	0.928316279272019	ENSMUSG00000051034.7	Zfp11	intron	ENSMUSG00000051034.7
5	125432922	125434040	5_125432922_125434040	93.59789877184922	0.017684464975551005	0.37538313310487004	0.928316279272019	ENSMUSG00000029480.13	Dhx37	intron	ENSMUSG00000029480.13
2	170511223	170512810	2_170511223_170512810	167.778085706529	-0.0228546853873058	0.374909864015894	0.928316279272019	ENSMUSG00000052033.13	Pfdn4	promoter-TSS	ENSMUSG00000085495.1
17	34971709	34972558	17_34971709_34972558	71.816926640366	-0.0151664725162458	0.37377773745203396	0.928316279272019	ENSMUSG00000007033.4	Hspa1l	promoter-TSS	ENSMUSG00000091971.3
12	112999081	113001649	12_112999081_113001649	231.099670632496	0.0266651502839671	0.36867020325125605	0.928316279272019	ENSMUSG00000011158.8	Brf1	promoter-TSS	ENSMUSG00000011158.8
9	8002811	8005026	9_8002811_8005026	229.75206153399898	-0.0238533318071472	0.373165234419303	0.928316279272019	ENSMUSG00000110161.1	RP23-349N15.2	promoter-TSS	ENSMUSG00000110161.1
12	112999081	113001649	12_112999081_113001649	231.099670632496	0.0266651502839671	0.36867020325125605	0.928316279272019	ENSMUSG00000097100.1	RP23-201H14.5	promoter-TSS	ENSMUSG00000011158.8
16	65814795	65815778	16_65814795_65815778	98.1619091014374	-0.017162370522872	0.37424875547739	0.928316279272019	ENSMUSG00000091243.2	Vgll3	promoter-TSS	ENSMUSG00000091243.2
9	8002811	8005026	9_8002811_8005026	229.75206153399898	-0.0238533318071472	0.373165234419303	0.928316279272019	ENSMUSG00000053110.13	Yap1	promoter-TSS	ENSMUSG00000110161.1
11	78244239	78246739	11_78244239_78246739	303.039779513055	-0.0284577174324412	0.374131642522111	0.928316279272019	ENSMUSG00000002052.6	Supt6	promoter-TSS	ENSMUSG00000002064.10
1	55130398	55133236	1_55130398_55133236	255.03042746818198	-0.0277329580577568	0.36446000983068705	0.928316279272019	ENSMUSG00000025979.13	Mob4	intron	ENSMUSG00000025979.13
11	78244239	78246739	11_78244239_78246739	303.039779513055	-0.0284577174324412	0.374131642522111	0.928316279272019	ENSMUSG00000002064.10	Sdf2	promoter-TSS	ENSMUSG00000002064.10
5	110094226	110095261	5_110094226_110095261	100.570632652045	0.0179319093599009	0.373349890797315	0.928316279272019	ENSMUSG00000109771.1	RP23-316L10.2	promoter-TSS	ENSMUSG00000109771.1
5	107360041	107360475	5_107360041_107360475	56.061604368029606	0.0137076211242506	0.369566471781064	0.928316279272019	ENSMUSG00000029279.15	Brdt	intron	ENSMUSG00000029279.15
2	22894617	22896577	2_22894617_22896577	238.436710068893	-0.0252234134488899	0.36988641202176503	0.928316279272019	ENSMUSG00000026784.14	Pdss1	promoter-TSS	ENSMUSG00000026784.14
4	47056420	47057324	4_47056420_47057324	91.27319192686008	-0.017449072470841	0.37643835163560296	0.928316279272019	ENSMUSG00000066191.12	Anks6	intron	ENSMUSG00000066191.12
2	7080603	7082528	2_7080603_7082528	132.645106050294	0.0204645442842696	0.36800184968840793	0.928316279272019	ENSMUSG00000097774.1	Gm26565	promoter-TSS	ENSMUSG00000002107.18
14	51983716	51986782	14_51983716_51986782	275.191612727542	-0.0251290828917544	0.379279353960141	0.928316279272019	ENSMUSG00000097633.2	RP23-79O10.3	intron	ENSMUSG00000004562.16
2	164856790	164857795	2_164856790_164857795	84.1233492975518	0.0169388478561741	0.366034847663669	0.928316279272019	ENSMUSG00000017754.13	Pltp	promoter-TSS	ENSMUSG00000017754.13
6	140622930	140626079	6_140622930_140626079	380.30103353867304	-0.0309215956539262	0.37204620629574203	0.928316279272019	ENSMUSG00000030232.18	Aebp2	promoter-TSS	ENSMUSG00000030232.18
10	128564780	128567036	10_128564780_128567036	278.869855793374	0.027536153808459002	0.376228772208429	0.928316279272019	ENSMUSG00000025364.13	Pa2g4	promoter-TSS	ENSMUSG00000025364.13
15	12203918	12207043	15_12203918_12207043	265.137552332539	-0.0252978787810306	0.37837415112453004	0.928316279272019	ENSMUSG00000039458.15	Mtmr12	intron	ENSMUSG00000039458.15
19	24030000	24031414	19_24030000_24031414	126.944461271892	-0.0209677826855877	0.364674187879539	0.928316279272019	ENSMUSG00000071604.4	Fam189a2	exon	ENSMUSG00000071604.4
X	74270359	74271912	X_74270359_74271912	138.778982559632	0.0208583356441311	0.36504247117550603	0.928316279272019	ENSMUSG00000008682.13	Rpl10	promoter-TSS	ENSMUSG00000008682.13
15	10469084	10471164	15_10469084_10471164	235.74630668929	-0.0257849963820265	0.37457387430193895	0.928316279272019	ENSMUSG00000044224.16	Dnajc21	intron	ENSMUSG00000044224.16
11	69011952	69012451	11_69011952_69012451	70.58417724624731	0.0159435289783815	0.36780398428963496	0.928316279272019			Intergenic	Intergenic
4	45407380	45409695	4_45407380_45409695	221.463334257793	0.0252514174548093	0.375058768424182	0.928316279272019	ENSMUSG00000045973.18	Slc25a51	intron	ENSMUSG00000045973.18
14	51983716	51986782	14_51983716_51986782	275.191612727542	-0.0251290828917544	0.379279353960141	0.928316279272019	ENSMUSG00000004562.16	Arhgef40	intron	ENSMUSG00000004562.16
1	155811868	155813449	1_155811868_155813449	176.473878451991	0.0235248247826209	0.37195303875469604	0.928316279272019	ENSMUSG00000033684.14	Qsox1	exon	ENSMUSG00000033684.14
X	74270359	74271912	X_74270359_74271912	138.778982559632	0.0208583356441311	0.36504247117550603	0.928316279272019	ENSMUSG00000064981.1	Snora70	promoter-TSS	ENSMUSG00000008682.13
11	58953081	58957568	11_58953081_58957568	467.91543871367304	0.0318262434598354	0.380146008351801	0.928316279272019	ENSMUSG00000036964.14	Trim17	promoter-TSS	ENSMUSG00000080712.3
11	101252999	101254661	11_101252999_101254661	142.913421158683	0.0204385234504096	0.38087971062131004	0.928316279272019	ENSMUSG00000001240.13	Ramp2	promoter-TSS	ENSMUSG00000078656.11
2	22894617	22896577	2_22894617_22896577	238.436710068893	-0.0252234134488899	0.36988641202176503	0.928316279272019	ENSMUSG00000069136.4	A130006I12Rik	promoter-TSS	ENSMUSG00000026784.14
17	34971709	34972558	17_34971709_34972558	71.816926640366	-0.0151664725162458	0.37377773745203396	0.928316279272019	ENSMUSG00000092609.1	RP23-349B4.25	promoter-TSS	ENSMUSG00000091971.3
7	49974742	49976506	7_49974742_49976506	156.291478598021	-0.0251106729131223	0.37230650673078297	0.928316279272019	ENSMUSG00000055409.14	Nell1	intron	ENSMUSG00000055409.14
11	58953081	58957568	11_58953081_58957568	467.91543871367304	0.0318262434598354	0.380146008351801	0.928316279272019	ENSMUSG00000080712.3	Hist3h2bb-ps	promoter-TSS	ENSMUSG00000080712.3
3	121425578	121430147	3_121425578_121430147	521.497037243596	0.0331458773279439	0.37794185663764795	0.928316279272019	ENSMUSG00000053931.11	Cnn3	promoter-TSS	ENSMUSG00000105813.1
4	97751325	97754892	4_97751325_97754892	233.64353554761	0.0256455538968055	0.36522322825461795	0.928316279272019	ENSMUSG00000048747.14	RP23-313O9.1	intron	ENSMUSG00000048747.14
3	121425578	121430147	3_121425578_121430147	521.497037243596	0.0331458773279439	0.37794185663764795	0.928316279272019	ENSMUSG00000106022.1	RP24-277J22.3	promoter-TSS	ENSMUSG00000105813.1
2	7080603	7082528	2_7080603_7082528	132.645106050294	0.0204645442842696	0.36800184968840793	0.928316279272019	ENSMUSG00000002107.18	Celf2	promoter-TSS	ENSMUSG00000002107.18
12	95691934	95697755	12_95691934_95697755	575.460451034712	0.0327631424452822	0.36660509821454296	0.928316279272019	ENSMUSG00000047414.6	Flrt2	promoter-TSS	ENSMUSG00000047414.6
3	121425578	121430147	3_121425578_121430147	521.497037243596	0.0331458773279439	0.37794185663764795	0.928316279272019	ENSMUSG00000105813.1	RP24-277J22.4	promoter-TSS	ENSMUSG00000105813.1
16	32277442	32279344	16_32277442_32279344	202.04235300222803	-0.0239747289587497	0.38111945851172	0.928316279272019	ENSMUSG00000014074.17	Rnf168	exon	ENSMUSG00000014074.17
16	37652878	37654395	16_37652878_37654395	140.519073154791	0.0205055940620855	0.37769155302792295	0.928316279272019	ENSMUSG00000022820.4	Ndufb4	exon	ENSMUSG00000022820.4
19	44755901	44756716	19_44755901_44756716	52.01526904333771	0.00676903631465226	0.3726157432561889	0.928316279272019	ENSMUSG00000004231.15	Pax2	exon	ENSMUSG00000004231.15
14	77036272	77036934	14_77036272_77036934	42.5180625207745	-0.0119478722111249	0.376806672386108	0.928316279272019	ENSMUSG00000044350.14	Lacc1	promoter-TSS	ENSMUSG00000034795.14
17	12118526	12120915	17_12118526_12120915	300.490879162914	0.0254506345147131	0.366701751865137	0.928316279272019	ENSMUSG00000023827.8	Agpat4	intron	ENSMUSG00000023827.8
11	101252999	101254661	11_101252999_101254661	142.913421158683	0.0204385234504096	0.38087971062131004	0.928316279272019	ENSMUSG00000078656.11	Vps25	promoter-TSS	ENSMUSG00000078656.11
17	34971709	34972558	17_34971709_34972558	71.816926640366	-0.0151664725162458	0.37377773745203396	0.928316279272019	ENSMUSG00000091971.3	Hspa1a	promoter-TSS	ENSMUSG00000091971.3
4	97751325	97754892	4_97751325_97754892	233.64353554761	0.0256455538968055	0.36522322825461795	0.928316279272019	ENSMUSG00000085710.1	RP23-238I12.1	intron	ENSMUSG00000048747.14
5	70841990	70843248	5_70841990_70843248	121.002796527869	0.0199607965120271	0.38030656935618495	0.928316279272019	ENSMUSG00000001260.10	Gabrg1	promoter-TSS	ENSMUSG00000001260.10
11	116849912	116855110	11_116849912_116855110	563.648978561451	0.0326362266837396	0.3813984118413579	0.9283959736074141	ENSMUSG00000090266.10	Mettl23	promoter-TSS	ENSMUSG00000020818.16
11	116849912	116855110	11_116849912_116855110	563.648978561451	0.0326362266837396	0.3813984118413579	0.9283959736074141	ENSMUSG00000034120.18	Srsf2	promoter-TSS	ENSMUSG00000020818.16
11	116849912	116855110	11_116849912_116855110	563.648978561451	0.0326362266837396	0.3813984118413579	0.9283959736074141	ENSMUSG00000020818.16	Mfsd11	promoter-TSS	ENSMUSG00000020818.16
8	105964854	105966659	8_105964854_105966659	151.292656647151	-0.0210786110797698	0.3815744745642629	0.9285230589179442	ENSMUSG00000017765.17	Slc12a4	intron	ENSMUSG00000017765.17
5	123508217	123509433	5_123508217_123509433	124.998808084409	-0.0193769894397463	0.381907691390675	0.9285230589179442	ENSMUSG00000086753.1	AC157931.3	TTS	ENSMUSG00000063409.12
14	47276090	47278021	14_47276090_47278021	277.285178744837	-0.0264514209431208	0.381986365567051	0.9285230589179442	ENSMUSG00000115097.1	RP24-320A12.4	promoter-TSS	ENSMUSG00000037572.17
14	47276090	47278021	14_47276090_47278021	277.285178744837	-0.0264514209431208	0.381986365567051	0.9285230589179442	ENSMUSG00000037572.17	Wdhd1	promoter-TSS	ENSMUSG00000037572.17
5	123508217	123509433	5_123508217_123509433	124.998808084409	-0.0193769894397463	0.381907691390675	0.9285230589179442	ENSMUSG00000029433.16	Diablo	TTS	ENSMUSG00000063409.12
1	72243948	72244192	1_72243948_72244192	41.3997910627881	0.0115002664057503	0.38198560733694503	0.9285230589179442	ENSMUSG00000097131.1	D230017M19Rik	promoter-TSS	ENSMUSG00000097131.1
14	47276090	47278021	14_47276090_47278021	277.285178744837	-0.0264514209431208	0.381986365567051	0.9285230589179442	ENSMUSG00000048379.9	Socs4	promoter-TSS	ENSMUSG00000037572.17
1	72243948	72244192	1_72243948_72244192	41.3997910627881	0.0115002664057503	0.38198560733694503	0.9285230589179442	ENSMUSG00000093956.1	Gm24497	promoter-TSS	ENSMUSG00000097131.1
17	29549752	29551095	17_29549752_29551095	117.448681049824	-0.01894255075913	0.381815471005774	0.9285230589179442	ENSMUSG00000042203.7	Tbc1d22b	promoter-TSS	ENSMUSG00000079580.8
7	40898089	40902024	7_40898089_40902024	308.55376277026	-0.0274215208403032	0.381803847615742	0.9285230589179442	ENSMUSG00000100600.6	RP23-48C24.2	promoter-TSS	ENSMUSG00000039257.11
17	29549752	29551095	17_29549752_29551095	117.448681049824	-0.01894255075913	0.381815471005774	0.9285230589179442	ENSMUSG00000079580.8	Tmem217	promoter-TSS	ENSMUSG00000079580.8
1	74816847	74817476	1_74816847_74817476	54.9597085046572	-0.0129859997372652	0.38165121139297403	0.9285230589179442			Intergenic	Intergenic
17	29549752	29551095	17_29549752_29551095	117.448681049824	-0.01894255075913	0.381815471005774	0.9285230589179442	ENSMUSG00000099329.1	RP24-271E12.4	promoter-TSS	ENSMUSG00000079580.8
5	123508217	123509433	5_123508217_123509433	124.998808084409	-0.0193769894397463	0.381907691390675	0.9285230589179442	ENSMUSG00000063409.12	Lrrc43	TTS	ENSMUSG00000063409.12
7	40898089	40902024	7_40898089_40902024	308.55376277026	-0.0274215208403032	0.381803847615742	0.9285230589179442	ENSMUSG00000039257.11	Vstm2b	promoter-TSS	ENSMUSG00000039257.11
2	24962489	24963502	2_24962489_24963502	127.464164707267	-0.0190040793991998	0.38239884806998	0.9287193709812951	ENSMUSG00000026974.11	Zmynd19	TTS	ENSMUSG00000026974.11
2	24962489	24963502	2_24962489_24963502	127.464164707267	-0.0190040793991998	0.38239884806998	0.9287193709812951	ENSMUSG00000026975.10	Dph7	TTS	ENSMUSG00000026974.11
19	42128251	42129455	19_42128251_42129455	108.590676011367	-0.01656669107112	0.38236249118338705	0.9287193709812951	ENSMUSG00000018821.3	Avpi1	intron	ENSMUSG00000018821.3
3	96499583	96503508	3_96499583_96503508	634.311340741309	0.0339831719083845	0.38244988274172	0.9287193709812951			Intergenic	Intergenic
X	103355952	103358320	X_103355952_103358320	147.234678847402	0.0207384875315596	0.38221153759912396	0.9287193709812951	ENSMUSG00000031327.10	Chic1	intron	ENSMUSG00000031327.10
8	83875018	83875568	8_83875018_83875568	60.3412646708957	0.0140554806400176	0.382431171976119	0.9287193709812951			Intergenic	Intergenic
16	14162903	14165179	16_14162903_14165179	123.35036790982099	0.0199915237963269	0.38257263179473205	0.928831532706361	ENSMUSG00000060657.8	Marf1	promoter-TSS	ENSMUSG00000060657.8
16	14162903	14165179	16_14162903_14165179	123.35036790982099	0.0199915237963269	0.38257263179473205	0.928831532706361	ENSMUSG00000022678.16	Nde1	promoter-TSS	ENSMUSG00000060657.8
1	193034333	193035708	1_193034333_193035708	129.60528914897898	-0.019294693941334	0.382724073424766	0.929013297076683	ENSMUSG00000016200.14	Syt14	intron	ENSMUSG00000016200.14
10	127120276	127122060	10_127120276_127122060	157.265035821879	-0.0202860635949436	0.38291467717284394	0.929290030698329	ENSMUSG00000040462.13	Os9	promoter-TSS	ENSMUSG00000040462.13
15	43280772	43282991	15_43280772_43282991	256.496003239424	-0.025540027069294997	0.38308085782173107	0.929507393418649	ENSMUSG00000022336.3	Eif3e	intron	ENSMUSG00000022336.3
4	106650873	106651802	4_106650873_106651802	88.53096727663478	0.0168075193912975	0.383524596348072	0.929695379643019	ENSMUSG00000043572.7	Pars2	intron	ENSMUSG00000043572.7
17	94833727	94835636	17_94833727_94835636	229.572949376204	-0.0248287804331289	0.38344574889693	0.929695379643019	ENSMUSG00000097460.1	Gm26734	promoter-TSS	ENSMUSG00000097460.1
1	171149620	171151030	1_171149620_171151030	189.58048918654498	0.0232577508644082	0.38353174629769804	0.929695379643019	ENSMUSG00000056569.10	Mpz	promoter-TSS	ENSMUSG00000056569.10
17	94833727	94835636	17_94833727_94835636	229.572949376204	-0.0248287804331289	0.38344574889693	0.929695379643019	ENSMUSG00000066057.6	RP24-133K9.1	promoter-TSS	ENSMUSG00000097460.1
1	171149620	171151030	1_171149620_171151030	189.58048918654498	0.0232577508644082	0.38353174629769804	0.929695379643019	ENSMUSG00000058076.12	Sdhc	promoter-TSS	ENSMUSG00000056569.10
3	105957680	105960592	3_105957680_105960592	416.58033763114196	-0.0300873332750015	0.383516808377549	0.929695379643019	ENSMUSG00000000563.17	Atp5f1	promoter-TSS	ENSMUSG00000000561.14
3	105957680	105960592	3_105957680_105960592	416.58033763114196	-0.0300873332750015	0.383516808377549	0.929695379643019	ENSMUSG00000105852.4	RP23-169H9.3	promoter-TSS	ENSMUSG00000000561.14
3	105957680	105960592	3_105957680_105960592	416.58033763114196	-0.0300873332750015	0.383516808377549	0.929695379643019	ENSMUSG00000000561.14	Wdr77	promoter-TSS	ENSMUSG00000000561.14
13	38345202	38345713	13_38345202_38345713	42.5932965852819	0.0119780519208087	0.383541491519396	0.929695379643019	ENSMUSG00000039004.6	Bmp6	promoter-TSS	ENSMUSG00000039004.6
11	97780578	97783063	11_97780578_97783063	226.25988189287997	0.0250576767628194	0.383752632105522	0.92978440306187	ENSMUSG00000064901.1	Snora21	promoter-TSS	ENSMUSG00000064901.1
11	102554345	102556696	11_102554345_102556696	212.16491743371103	0.0245094646001064	0.383767305775479	0.92978440306187	ENSMUSG00000034621.14	Gpatch8	intron	ENSMUSG00000034621.14
11	97780578	97783063	11_97780578_97783063	226.25988189287997	0.0250576767628194	0.383752632105522	0.92978440306187	ENSMUSG00000071415.6	Rpl23	promoter-TSS	ENSMUSG00000064901.1
2	152293286	152295502	2_152293286_152295502	204.626566941631	0.0239113899069688	0.38396141273821005	0.92978440306187	ENSMUSG00000027465.13	Tbc1d20	exon	ENSMUSG00000027465.13
19	4302642	4306712	19_4302642_4306712	250.8925565872	-0.0235172963579308	0.38390751619228297	0.92978440306187	ENSMUSG00000024858.13	Adrbk1	intron	ENSMUSG00000024858.13
19	57313550	57315281	19_57313550_57315281	144.808242047481	-0.0209445762268479	0.38391645123702794	0.92978440306187	ENSMUSG00000025085.16	Ablim1	intron	ENSMUSG00000025085.16
15	9138965	9141876	15_9138965_9141876	330.01047257867003	-0.0272308320138522	0.38507460372106106	0.9298544526404351	ENSMUSG00000054115.11	Skp2	promoter-TSS	ENSMUSG00000039704.7
14	21830885	21833544	14_21830885_21833544	288.366518834126	0.0268949411074751	0.38520745187750705	0.9298544526404351	ENSMUSG00000021771.14	Vdac2	promoter-TSS	ENSMUSG00000021771.14
4	148151199	148151952	4_148151199_148151952	86.99857710341021	0.0167656270779754	0.385428700201353	0.9298544526404351	ENSMUSG00000029001.15	Fbxo44	promoter-TSS	ENSMUSG00000055401.14
11	100736917	100738162	11_100736917_100738162	122.71242848259199	0.0195623277146336	0.385837609791051	0.9298544526404351	ENSMUSG00000019173.11	Rab5c	intron	ENSMUSG00000019173.11
2	119270663	119271371	2_119270663_119271371	62.8556874951442	-0.0141942234415767	0.384953276166391	0.9298544526404351	ENSMUSG00000034226.7	Rhov	exon	ENSMUSG00000034226.7
X	56596907	56598762	X_56596907_56598762	115.148614078534	0.018890258389580004	0.3854004269850829	0.9298544526404351	ENSMUSG00000061273.3	Mmgt1	exon	ENSMUSG00000061273.3
4	135493930	135495319	4_135493930_135495319	182.923826869577	0.0216760802323257	0.385602042843654	0.9298544526404351	ENSMUSG00000028801.14	Stpg1	promoter-TSS	ENSMUSG00000028803.18
3	83127292	83128773	3_83127292_83128773	106.945216528572	0.0186675547071424	0.38564626334048907	0.9298544526404351	ENSMUSG00000102692.1	Dchs2	promoter-TSS	ENSMUSG00000102692.1
11	78094213	78096965	11_78094213_78096965	216.734379607072	-0.0239281368683331	0.385345061765363	0.9298544526404351	ENSMUSG00000037750.16	Fam222b	intron	ENSMUSG00000037750.16
10	127287210	127291968	10_127287210_127291968	612.549040079773	0.033106541979744004	0.38524924120822995	0.9298544526404351	ENSMUSG00000116429.1	RP24-341K21.15	promoter-TSS	ENSMUSG00000025409.14
6	113501007	113502555	6_113501007_113502555	105.763519104835	-0.0184126105522629	0.38598310447553796	0.9298544526404351	ENSMUSG00000045009.9	Prrt3	promoter-TSS	ENSMUSG00000045009.9
10	127287210	127291968	10_127287210_127291968	612.549040079773	0.033106541979744004	0.38524924120822995	0.9298544526404351	ENSMUSG00000025408.15	Ddit3	promoter-TSS	ENSMUSG00000025409.14
2	112454279	112456465	2_112454279_112456465	286.330702048991	-0.0273130791101556	0.38487666414518795	0.9298544526404351	ENSMUSG00000055943.5	Emc7	intron	ENSMUSG00000055943.5
10	127287210	127291968	10_127287210_127291968	612.549040079773	0.033106541979744004	0.38524924120822995	0.9298544526404351	ENSMUSG00000092593.1	RP24-341K21.5	promoter-TSS	ENSMUSG00000025409.14
19	34550619	34551075	19_34550619_34551075	66.41314442429321	-0.0148513088078718	0.385551053493134	0.9298544526404351	ENSMUSG00000045932.12	Ifit2	exon	ENSMUSG00000045932.12
X	48593371	48594727	X_48593371_48594727	88.27194847452542	0.0170877647581688	0.384503946215609	0.9298544526404351	ENSMUSG00000036916.13	Zfp280c	intron	ENSMUSG00000036916.13
15	9138965	9141876	15_9138965_9141876	330.01047257867003	-0.0272308320138522	0.38507460372106106	0.9298544526404351	ENSMUSG00000039704.7	Lmbrd2	promoter-TSS	ENSMUSG00000039704.7
9	107587658	107588287	9_107587658_107588287	101.02608936351	0.0178503911419614	0.385976324391897	0.9298544526404351	ENSMUSG00000036091.8	Hyal3	promoter-TSS	ENSMUSG00000089935.1
5	121544435	121546666	5_121544435_121546666	283.076451929091	0.0248369687299621	0.385015808813921	0.9298544526404351	ENSMUSG00000105340.5	RP23-181P9.2	promoter-TSS	ENSMUSG00000029454.15
10	68135192	68136559	10_68135192_68136559	84.32885051093442	0.0162285187712258	0.38574089761898905	0.9298544526404351	ENSMUSG00000019947.10	Arid5b	intron	ENSMUSG00000019947.10
3	131489476	131490878	3_131489476_131490878	136.53324690660298	0.0193911224776224	0.38442189800307	0.9298544526404351	ENSMUSG00000050931.7	Sgms2	intron	ENSMUSG00000050931.7
19	40587431	40589402	19_40587431_40589402	261.47201396858503	0.0258292601033053	0.384884440959525	0.9298544526404351	ENSMUSG00000025007.13	Aldh18a1	promoter-TSS	ENSMUSG00000025007.13
4	135493930	135495319	4_135493930_135495319	182.923826869577	0.0216760802323257	0.385602042843654	0.9298544526404351	ENSMUSG00000028803.18	Nipal3	promoter-TSS	ENSMUSG00000028803.18
4	148151199	148151952	4_148151199_148151952	86.99857710341021	0.0167656270779754	0.385428700201353	0.9298544526404351	ENSMUSG00000055401.14	Fbxo6	promoter-TSS	ENSMUSG00000055401.14
14	56886035	56888618	14_56886035_56888618	223.181105557146	0.0250297992550117	0.38486543047378396	0.9298544526404351	ENSMUSG00000021945.9	Zmym2	promoter-TSS	ENSMUSG00000021945.9
3	83127292	83128773	3_83127292_83128773	106.945216528572	0.0186675547071424	0.38564626334048907	0.9298544526404351	ENSMUSG00000074517.2	RP23-333D8.1	promoter-TSS	ENSMUSG00000102692.1
19	40587431	40589402	19_40587431_40589402	261.47201396858503	0.0258292601033053	0.384884440959525	0.9298544526404351	ENSMUSG00000097792.1	Gm27042	promoter-TSS	ENSMUSG00000025007.13
X	142227999	142229060	X_142227999_142229060	67.8456103856048	-0.0146818836847736	0.38411762454708204	0.9298544526404351	ENSMUSG00000042271.13	Nxt2	promoter-TSS	ENSMUSG00000042271.13
5	121544435	121546666	5_121544435_121546666	283.076451929091	0.0248369687299621	0.385015808813921	0.9298544526404351	ENSMUSG00000072647.6	Adam1a	promoter-TSS	ENSMUSG00000029454.15
8	53511802	53512546	8_53511802_53512546	49.29456459177071	-0.0123395866188778	0.38431997932207107	0.9298544526404351	ENSMUSG00000031521.5	Aga	exon	ENSMUSG00000031521.5
7	38269855	38271982	7_38269855_38271982	284.52389907733397	-0.0254432471158643	0.38592385619664704	0.9298544526404351	ENSMUSG00000108749.1	RP23-89C10.5	promoter-TSS	ENSMUSG00000108749.1
