.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000025743	29989.78394	-0.138347669	0.123559816	0.209886037	0.379494516	Sdc3	NEUROD1_unique
ENSMUSG00000025746	8.698665099	0.024233734	0.320933538	0.704967756	0.825468438	Il6	NEUROD1_unique
ENSMUSG00000025747	296.9377662	-0.191508663	0.188139017	0.214033316	0.384689468	Tyms	NEUROD1_unique
ENSMUSG00000025754	4.251794274	-0.094979193	0.335236286	0.286580933	.	Agbl1	NEUROD1_unique
ENSMUSG00000025762	701.1226443	0.481064377	0.087193246	1.14712E-08	2.99035E-07	Larp1b	NEUROD1_unique
ENSMUSG00000025764	1105.104071	-0.034981314	0.14446985	0.774625463	0.870421278	Jade1	NEUROD1_unique
ENSMUSG00000025766	446.8903855	0.469657011	0.145652358	0.000406515	0.002857327	D3Ertd751e	NEUROD1_unique
ENSMUSG00000025774	2.797324834	-0.145316809	0.371105271	0.019674618	.	Crisp4	NEUROD1_unique
ENSMUSG00000025776	38.87815005	0.445700005	0.375576415	0.044339742	0.124596405	Crispld1	NEUROD1_unique
ENSMUSG00000025777	5827.741195	-0.636371932	0.209547624	0.000398798	0.00281384	Gdap1	NEUROD1_unique
ENSMUSG00000025780	4235.510356	0.226987982	0.242712726	0.194124639	0.359940177	Itih5	NEUROD1_unique
ENSMUSG00000025782	467.0759826	-0.036606187	0.104514041	0.711998257	0.830381174	Taf3	NEUROD1_unique
ENSMUSG00000025789	5093.24212	-0.102044391	0.212529233	0.506632275	0.671603165	St8sia2	NEUROD1_unique
ENSMUSG00000025790	2916.583279	-0.922945105	0.125793607	2.34307E-14	1.92674E-12	Slco3a1	NEUROD1_unique
ENSMUSG00000025792	942.4861621	-0.252853107	0.179581652	0.090528688	0.211031639	Slc25a10	NEUROD1_unique
ENSMUSG00000025795	523.0082425	-0.944793893	0.181936328	2.22432E-08	5.36302E-07	Rassf3	NEUROD1_unique
ENSMUSG00000025804	2.638288142	-0.005724303	0.326070703	0.996666617	.	Ccr1	NEUROD1_unique
ENSMUSG00000025809	22239.59201	-0.422759425	0.102928593	1.3798E-05	0.000160322	Itgb1	NEUROD1_unique
ENSMUSG00000025812	1892.584925	0.036630715	0.081728385	0.65281288	0.787509795	Pard3	NEUROD1_unique
ENSMUSG00000025813	2574.336773	-0.706845447	0.171442662	5.82151E-06	7.52481E-05	Homer2	NEUROD1_unique
ENSMUSG00000025854	3845.042556	-0.142837982	0.103109914	0.165450156	0.322095198	Fam20c	NEUROD1_unique
ENSMUSG00000025855	16084.03967	0.036308779	0.145039068	0.77844571	0.872903451	Prkar1b	NEUROD1_unique
ENSMUSG00000025856	3373.154735	-0.182950766	0.123631101	0.11457981	0.248454816	Pdgfa	NEUROD1_unique
ENSMUSG00000025867	28438.32118	-0.755958228	0.180668307	4.75647E-06	6.35946E-05	Cplx2	NEUROD1_unique
ENSMUSG00000025870	1392.245048	-0.532388297	0.181484965	0.000760311	0.004853368	Arl10	NEUROD1_unique
ENSMUSG00000025871	5703.666332	0.384976594	0.16344263	0.007346875	0.030949589	RP23-452K4.2	NEUROD1_unique
ENSMUSG00000025875	1295.751823	0.330160372	0.131224215	0.005996612	0.026285042	Tspan17	NEUROD1_unique
ENSMUSG00000025876	2837.91757	-1.785867376	0.192501698	1.03894E-21	3.13681E-19	Unc5a	NEUROD1_unique
ENSMUSG00000025880	529.5282995	0.211707214	0.241236832	0.217314552	0.3885212	Smad7	NEUROD1_unique
ENSMUSG00000025885	2303.32277	-1.102004518	0.230043207	8.55923E-08	1.82799E-06	Myo5b	NEUROD1_unique
ENSMUSG00000025887	493.3756917	-0.526527474	0.288182003	0.013288266	0.049295494	Casp12	NEUROD1_unique
ENSMUSG00000025889	22635.69894	-1.196149525	0.162660559	1.5942E-14	1.36072E-12	Snca	NEUROD1_unique
ENSMUSG00000025892	3392.455255	0.183663245	0.192578483	0.231741853	0.405247748	Gria4	NEUROD1_unique
ENSMUSG00000025899	1334.93196	-0.762953887	0.097285026	6.74487E-16	7.21915E-14	Alkbh8	NEUROD1_unique
ENSMUSG00000025900	35.55198916	-0.000770656	0.259449157	0.994345412	0.996642685	Rp1	NEUROD1_unique
ENSMUSG00000025903	1051.237254	-0.364253255	0.153290497	0.007597006	0.031752031	Lypla1	NEUROD1_unique
ENSMUSG00000025907	2917.325258	0.173039622	0.129017973	0.146090489	0.29461315	Rb1cc1	NEUROD1_unique
ENSMUSG00000025909	360.8870568	-0.571846872	0.312072255	0.010184653	0.040106161	Sntg1	NEUROD1_unique
ENSMUSG00000025912	918.3160808	-0.426215661	0.16432898	0.003078821	0.015302524	Mybl1	NEUROD1_unique
ENSMUSG00000025920	5411.261446	0.146255637	0.129854291	0.251677268	0.429221245	Stau2	NEUROD1_unique
ENSMUSG00000025921	2966.545378	-0.106071067	0.137586405	0.394559287	0.575165761	Rdh10	NEUROD1_unique
ENSMUSG00000025922	72.24213704	0.50614956	0.555573682	0.023931341	0.077968609	RP23-382O21.1	NEUROD1_unique
ENSMUSG00000025925	370.6863439	0.463955518	0.142302626	0.000363998	0.002600042	Terf1	NEUROD1_unique
ENSMUSG00000025927	32.80170123	0.190425042	0.368866828	0.162352348	0.317684819	Tfap2b	NEUROD1_unique
ENSMUSG00000025930	135.1547793	-0.426713279	0.174225078	0.004908824	0.022314741	Msc	NEUROD1_unique
ENSMUSG00000025931	3371.248499	-0.004934993	0.137175571	0.983771899	0.990986531	Paqr8	NEUROD1_unique
ENSMUSG00000025932	683.4871927	-0.552431834	0.238151202	0.003700826	0.017807803	Eya1	NEUROD1_unique
ENSMUSG00000025935	1891.81298	0.451308302	0.116638989	3.89881E-05	0.000391604	Tram1	NEUROD1_unique
ENSMUSG00000025937	746.2609615	-0.000155257	0.164451238	0.999284183	0.999531237	Lactb2	NEUROD1_unique
ENSMUSG00000025938	495.7471439	-1.645283165	0.241977179	8.12546E-13	4.99604E-11	Slco5a1	NEUROD1_unique
ENSMUSG00000025946	201.1446588	-1.050963327	0.27935093	1.34177E-05	0.000156442	Pth2r	NEUROD1_unique
ENSMUSG00000025955	3.124727941	-0.132769125	0.357216331	0.131208494	.	Akr1cl	NEUROD1_unique
ENSMUSG00000025956	719.8316194	-0.013152382	0.105059335	0.894314441	0.942391354	Mettl21a	NEUROD1_unique
ENSMUSG00000025958	1763.523899	-0.05614668	0.086917743	0.500122987	0.666380445	Creb1	NEUROD1_unique
ENSMUSG00000025959	6034.690806	-0.742628264	0.139577371	8.49614E-09	2.27942E-07	Klf7	NEUROD1_unique
ENSMUSG00000025964	4300.330756	-0.794839869	0.244666468	0.000132555	0.001107122	Adam23	NEUROD1_unique
ENSMUSG00000025969	20153.44137	-1.34990234	0.187696826	3.16598E-14	2.52144E-12	Nrp2	NEUROD1_unique
ENSMUSG00000025978	727.5144094	-0.060342098	0.182670722	0.686421068	0.812119065	Rftn2	NEUROD1_unique
ENSMUSG00000025979	3154.123108	0.018221951	0.076777693	0.817814197	0.897740579	Mob4	NEUROD1_unique
ENSMUSG00000025986	2746.137642	-0.552008136	0.142661924	2.40242E-05	0.000259331	Slc39a10	NEUROD1_unique
ENSMUSG00000025991	44.45786819	0.227975168	0.328558083	0.198327359	0.364458952	Cps1	NEUROD1_unique
ENSMUSG00000025993	321.713654	0.093920617	0.195006282	0.551052015	0.709058311	Slc40a1	NEUROD1_unique
ENSMUSG00000025995	1482.908884	-0.323954384	0.085566977	8.45384E-05	0.00075569	Wdr75	NEUROD1_unique
ENSMUSG00000025997	330.5512633	-0.267064729	0.206316553	0.105211896	0.234203035	Ikzf2	NEUROD1_unique
ENSMUSG00000026005	1330.29652	-0.103084618	0.09203273	0.242262822	0.417680785	Rpe	NEUROD1_unique
ENSMUSG00000026011	2.069173337	-0.020792969	0.327085796	0.675701012	.	Ctla4	NEUROD1_unique
ENSMUSG00000026014	4060.02665	-1.54692124	0.205568317	3.58451E-15	3.38837E-13	Raph1	NEUROD1_unique
ENSMUSG00000026021	3344.071193	0.411680715	0.10640061	4.77134E-05	0.000464929	Sumo1	NEUROD1_unique
ENSMUSG00000026023	46.88988433	0.108603781	0.287084202	0.492891502	0.660071071	Cdk15	NEUROD1_unique
ENSMUSG00000026024	2780.601678	-0.101180157	0.135346688	0.41689359	0.596501658	Als2	NEUROD1_unique
ENSMUSG00000026029	273.8566717	-0.187034325	0.15982728	0.179915425	0.341994844	Casp8	NEUROD1_unique
ENSMUSG00000026042	21491.76835	-0.3490285	0.145360648	0.007538149	0.031545143	Col5a2	NEUROD1_unique
ENSMUSG00000026043	8658.494513	0.513577937	0.240978047	0.006670106	0.028635307	Col3a1	NEUROD1_unique
ENSMUSG00000026051	18045.25381	0.022496303	0.20814119	0.888396817	0.93918888	AC159092.1	NEUROD1_unique
ENSMUSG00000026058	241.8795308	1.133756205	0.221879315	2.16515E-08	5.25365E-07	Khdrbs2	NEUROD1_unique
ENSMUSG00000026062	111.4981575	-1.345399411	0.439033917	5.63758E-05	0.000534909	Slc9a2	NEUROD1_unique
ENSMUSG00000026068	33.12156327	-1.624696022	0.618117053	0.000404343	0.002847998	Il18rap	NEUROD1_unique
ENSMUSG00000026069	61.2876963	-0.217302041	0.274954005	0.227711668	0.400171951	Il1rl1	NEUROD1_unique
ENSMUSG00000026070	4.671441981	-0.123872371	0.345991025	0.182379145	0.345412201	Il18r1	NEUROD1_unique
ENSMUSG00000026072	573.8459555	-0.088736642	0.154501443	0.513368806	0.677381617	Il1r1	NEUROD1_unique
ENSMUSG00000026073	30.6754053	0.07082921	0.256499642	0.667028657	0.798326986	Il1r2	NEUROD1_unique
ENSMUSG00000026074	13251.2496	-0.012257811	0.070628139	0.874394454	0.931640441	Map4k4	NEUROD1_unique
ENSMUSG00000026077	180.5661607	-0.01800782	0.146529125	0.890618611	0.940328504	Npas2	NEUROD1_unique
ENSMUSG00000026078	1213.555912	-0.047865904	0.101389742	0.618857213	0.761626973	Pdcl3	NEUROD1_unique
ENSMUSG00000026080	2384.033338	0.30789841	0.144125852	0.018630886	0.063932857	Chst10	NEUROD1_unique
ENSMUSG00000026083	4697.517548	-0.023782838	0.093561767	0.77905706	0.873443733	Eif5b	NEUROD1_unique
ENSMUSG00000026090	1260.812365	-2.379870271	0.207318001	8.77681E-32	6.57578E-29	AC140321.1	NEUROD1_unique
ENSMUSG00000026094	807.7193781	-0.095728559	0.155221154	0.465185803	0.636644585	Stk17b	NEUROD1_unique
ENSMUSG00000026100	65.00645695	-1.563128637	0.423389865	1.08258E-05	0.000129813	Mstn	NEUROD1_unique
ENSMUSG00000026102	1301.972722	0.02591145	0.136192745	0.830860418	0.905770392	Inpp1	NEUROD1_unique
ENSMUSG00000026103	10276.52965	-0.513942552	0.130334328	2.29676E-05	0.000249523	Gls	NEUROD1_unique
ENSMUSG00000026107	1566.737538	-1.035555079	0.145849974	1.08481E-13	7.86548E-12	Nabp1	NEUROD1_unique
ENSMUSG00000026109	3251.626544	-0.896348967	0.099068226	1.81303E-20	4.36617E-18	Tmeff2	NEUROD1_unique
ENSMUSG00000026110	1242.223424	-0.342224074	0.163425989	0.016662453	0.058533888	Mgat4a	NEUROD1_unique
ENSMUSG00000026113	3703.989668	0.406391968	0.223469574	0.021711901	0.072179136	Inpp4a	NEUROD1_unique
ENSMUSG00000026114	63.83525053	-0.099664228	0.223053341	0.545734526	0.704779349	Cnga3	NEUROD1_unique
ENSMUSG00000026116	4230.045987	-0.142450446	0.117621641	0.195017866	0.361016454	Tmem131	NEUROD1_unique
ENSMUSG00000026117	24.48936149	-0.0717988	0.27493507	0.642778471	0.779963151	Zap70	NEUROD1_unique
ENSMUSG00000026123	10571.0984	0.235647472	0.139377044	0.065151306	0.165991878	Plekhb2	NEUROD1_unique
ENSMUSG00000026126	19.52092888	0.46067647	0.462118046	0.046829903	0.129628095	Ptpn18	NEUROD1_unique
ENSMUSG00000026131	10664.19659	0.072234688	0.201078503	0.643939597	0.780716459	Dst	NEUROD1_unique
ENSMUSG00000026141	226.021078	-0.221630409	0.324656252	0.180329272	0.342652719	Col19a1	NEUROD1_unique
ENSMUSG00000026142	1012.29872	-0.060674964	0.106552396	0.546421344	0.705419804	Rhbdd1	NEUROD1_unique
ENSMUSG00000026147	57.69808724	-0.317707504	0.336928487	0.098604121	0.223742317	Col9a1	NEUROD1_unique
ENSMUSG00000026153	1512.799969	-0.197947104	0.145982835	0.147692401	0.296631214	Fam135a	NEUROD1_unique
ENSMUSG00000026154	906.8528492	0.177669263	0.113632127	0.094566411	0.217508121	Sdhaf4	NEUROD1_unique
ENSMUSG00000026155	5082.029418	0.33868752	0.140934158	0.007739685	0.032261711	Smap1	NEUROD1_unique
ENSMUSG00000026156	751.3965114	-1.038834943	0.148070353	1.86039E-13	1.27572E-11	B3gat2	NEUROD1_unique
ENSMUSG00000026158	1980.419823	0.226650635	0.103181447	0.018730255	0.064230264	Ogfrl1	NEUROD1_unique
ENSMUSG00000026159	5544.026134	-0.009484247	0.136757363	0.936947994	0.96525945	Agfg1	NEUROD1_unique
ENSMUSG00000026163	5570.399615	-0.261023742	0.221532756	0.123782005	0.262747763	Sphkap	NEUROD1_unique
ENSMUSG00000026167	8.812082742	0.009097181	0.308218673	0.935545746	0.964475263	Wnt10a	NEUROD1_unique
ENSMUSG00000026173	3120.808491	0.040915518	0.174654313	0.796672	0.885244597	Plcd4	NEUROD1_unique
ENSMUSG00000026175	1.210359889	-0.018253781	0.325777917	0.70325451	.	Vil1	NEUROD1_unique
ENSMUSG00000026185	44355.06155	-0.368864125	0.232519428	0.041036849	0.117482934	Igfbp5	NEUROD1_unique
ENSMUSG00000026189	419.5427732	0.179878312	0.119234264	0.104329288	0.232918791	Pecr	NEUROD1_unique
ENSMUSG00000026198	204.1788784	-0.549505414	0.238382215	0.00402202	0.019049741	Abcb6	NEUROD1_unique
ENSMUSG00000026203	3085.898556	0.018612417	0.085007042	0.810518509	0.89380609	Dnajb2	NEUROD1_unique
ENSMUSG00000026204	16579.80656	-0.714969541	0.195247972	3.72972E-05	0.000376866	Ptprn	NEUROD1_unique
ENSMUSG00000026205	10.92820568	-0.652901594	0.572017858	0.02083874	0.069896679	Slc23a3	NEUROD1_unique
ENSMUSG00000026207	2683.739252	-0.59128029	0.178067555	0.000169296	0.001363871	Speg	NEUROD1_unique
ENSMUSG00000026208	21.41833843	-0.1023989	0.313128367	0.437240058	0.613209175	Des	NEUROD1_unique
ENSMUSG00000026211	1569.059218	-0.162307775	0.09724006	0.079839583	0.192660734	Obsl1	NEUROD1_unique
ENSMUSG00000026220	588.0599106	-0.736062805	0.316104534	0.001929205	0.010465512	Slc16a14	NEUROD1_unique
ENSMUSG00000026222	45.02676924	0.57334403	0.747146229	0.015339851	0.055087847	Sp100	NEUROD1_unique
ENSMUSG00000026226	22.04198107	0.219216754	0.330292768	0.211078132	0.380785851	Spata3	NEUROD1_unique
ENSMUSG00000026228	4.534464186	-0.040156899	0.328433555	0.52247158	.	Htr2b	NEUROD1_unique
ENSMUSG00000026235	7398.219022	-0.583654525	0.152670543	2.79902E-05	0.000295983	Epha4	NEUROD1_unique
ENSMUSG00000026238	15420.60509	0.343973718	0.098948009	0.000277042	0.002049101	Ptma	NEUROD1_unique
ENSMUSG00000026240	1825.868047	-0.023302086	0.125110889	0.842747362	0.913363857	Cops7b	NEUROD1_unique
ENSMUSG00000026241	355.2633754	-0.198743224	0.232451681	0.249588333	0.426645461	Nppc	NEUROD1_unique
ENSMUSG00000026247	708.179148	0.030585977	0.224149791	0.854142796	0.920290525	Ecel1	NEUROD1_unique
ENSMUSG00000026259	2032.716754	0.302225287	0.251697872	0.101422826	0.228243669	Ngef	NEUROD1_unique
ENSMUSG00000026260	5513.568674	0.020400068	0.09054848	0.805194451	0.890313121	Ndufa10	NEUROD1_unique
ENSMUSG00000026278	781.0860821	-0.898107147	0.213410571	2.2834E-06	3.36668E-05	Bok	NEUROD1_unique
ENSMUSG00000026288	67.43599261	0.314122705	0.481210845	0.02832235	0.088483834	Inpp5d	NEUROD1_unique
ENSMUSG00000026289	2529.442744	0.100178737	0.103351944	0.295809521	0.476921239	Atg16l1	NEUROD1_unique
ENSMUSG00000026295	2.14140505	0.137874113	0.357050072	0.138230727	.	Spp2	NEUROD1_unique
ENSMUSG00000026301	115.1999065	1.205829892	0.377901784	9.88816E-05	0.000863179	Iqca	NEUROD1_unique
ENSMUSG00000026303	5.780880107	0.015495054	0.30910065	0.883079519	0.935825977	Mlph	NEUROD1_unique
ENSMUSG00000026304	5.710070945	0.157442701	0.365314744	0.131856196	0.274609521	Rab17	NEUROD1_unique
ENSMUSG00000026305	3962.676503	-0.091781553	0.090548772	0.291480176	0.472312758	Lrrfip1	NEUROD1_unique
ENSMUSG00000026307	606.3682861	-0.318251085	0.126631016	0.006470115	0.027948742	Scly	NEUROD1_unique
ENSMUSG00000026311	3612.580421	-0.526513187	0.142758629	6.06181E-05	0.000571207	Asb1	NEUROD1_unique
ENSMUSG00000026312	207.5333146	-0.318070713	0.315571724	0.10070485	0.227082646	Cdh7	NEUROD1_unique
ENSMUSG00000026313	2999.101285	-0.051651922	0.112163516	0.63285157	0.772437192	Hdac4	NEUROD1_unique
ENSMUSG00000026315	331.9928942	-1.61894992	0.495615234	1.19527E-05	0.000141646	Serpinb8	NEUROD1_unique
ENSMUSG00000026317	1745.475509	-0.108794011	0.073842461	0.130160397	0.272061859	Cln8	NEUROD1_unique
ENSMUSG00000026321	180.4887593	-0.56255272	0.24494229	0.004289646	0.020045104	Tnfrsf11a	NEUROD1_unique
ENSMUSG00000026322	112.9078689	-1.316172718	0.286405058	3.14642E-07	5.76008E-06	Htr4	NEUROD1_unique
ENSMUSG00000026331	3.823967443	-0.120159564	0.355457531	0.107012573	.	Slco6c1	NEUROD1_unique
ENSMUSG00000026335	18397.75898	0.018315322	0.115732273	0.865049602	0.927054906	Pam	NEUROD1_unique
ENSMUSG00000026339	1927.995936	-0.103090742	0.102563124	0.287138308	0.467524215	Ccdc93	NEUROD1_unique
ENSMUSG00000026341	10874.38631	-0.064500312	0.070782976	0.358972655	0.541104083	Actr3	NEUROD1_unique
ENSMUSG00000026343	58.00602115	-0.328935622	0.490980774	0.042701011	0.121149895	Gpr39	NEUROD1_unique
ENSMUSG00000026344	436.5323426	-0.485880454	0.182990945	0.002113726	0.011290881	Lypd1	NEUROD1_unique
ENSMUSG00000026347	826.1104248	0.679220655	0.197227229	8.30828E-05	0.000744323	Tmem163	NEUROD1_unique
ENSMUSG00000026353	5178.008784	0.056074848	0.101004279	0.562302062	0.717789387	Ubxn4	NEUROD1_unique
ENSMUSG00000026354	11.62955616	-0.133928359	0.3301111	0.307226162	0.489244905	Lct	NEUROD1_unique
ENSMUSG00000026356	4510.625002	0.007073825	0.084042028	0.942415342	0.968852974	Dars	NEUROD1_unique
ENSMUSG00000026358	3.427171087	0.006118271	0.319285212	0.942578733	.	Rgs1	NEUROD1_unique
ENSMUSG00000026360	3441.448749	1.226793735	0.331446515	6.30234E-06	8.03846E-05	Rgs2	NEUROD1_unique
ENSMUSG00000026365	2191.00586	0.083741321	0.132254665	0.472948307	0.6437405	Cfh	NEUROD1_unique
ENSMUSG00000026380	641.5610135	0.137984192	0.155494663	0.296325607	0.477334822	Tfcp2l1	NEUROD1_unique
ENSMUSG00000026384	2960.193027	0.035486877	0.152375314	0.792415507	0.882599565	Ptpn4	NEUROD1_unique
ENSMUSG00000026387	45.30670141	0.100854692	0.309525423	0.454089936	0.627701607	Sctr	NEUROD1_unique
ENSMUSG00000026388	86.36279935	-0.025712586	0.215269434	0.873009356	0.930752938	AC139867.2	NEUROD1_unique
ENSMUSG00000026389	445.1091186	0.132342667	0.203991504	0.405996122	0.586029551	Steap3	NEUROD1_unique
ENSMUSG00000026393	2091.046898	-0.612370168	0.156513551	1.69087E-05	0.000191838	Nek7	NEUROD1_unique
ENSMUSG00000026394	1.429215606	-0.06224935	0.335982325	0.133799722	.	Atp6v1g3	NEUROD1_unique
ENSMUSG00000026398	3.316385382	-0.02458028	0.318150338	0.768919055	.	Nr5a2	NEUROD1_unique
ENSMUSG00000026404	328.3796939	0.464251238	0.145037269	0.000435077	0.003023418	Ddx59	NEUROD1_unique
ENSMUSG00000026405	5.474202266	-0.173072603	0.393469473	0.015743433	0.056089101	C4bp	NEUROD1_unique
ENSMUSG00000026407	7.754870519	0.020758342	0.313506598	0.816608715	0.896855296	Cacna1s	NEUROD1_unique
ENSMUSG00000026409	1182.281991	-0.217536371	0.117751781	0.049356044	0.134922084	Pfkfb2	NEUROD1_unique
ENSMUSG00000026411	4323.068403	0.304288148	0.089527211	0.00036936	0.002632764	Tmem9	NEUROD1_unique
ENSMUSG00000026414	15.15545876	-0.008934718	0.286588979	0.945572855	0.970691871	Tnnt2	NEUROD1_unique
ENSMUSG00000026415	5.064988991	-0.102572446	0.317474839	0.425164078	0.603562452	Fcamr	NEUROD1_unique
ENSMUSG00000026417	1.772913011	-0.022225257	0.327170987	0.486717879	.	Pigr	NEUROD1_unique
ENSMUSG00000026421	4155.401163	0.042414185	0.114558182	0.7004973	0.82213738	Csrp1	NEUROD1_unique
ENSMUSG00000026425	8616.380605	-0.117028138	0.089666929	0.187740354	0.351713245	Srgap2	NEUROD1_unique
ENSMUSG00000026427	2247.546277	0.038620852	0.093176894	0.670441116	0.800894846	Eif2d	NEUROD1_unique
ENSMUSG00000026429	192.112471	-0.184643593	0.205656288	0.258059333	0.436113805	Ube2t	NEUROD1_unique
ENSMUSG00000026432	3.316026789	-0.077040571	0.333789658	0.265494435	.	Avpr1b	NEUROD1_unique
ENSMUSG00000026433	1298.778887	-0.573643274	0.284525239	0.006610264	0.028420624	Rab29	NEUROD1_unique
ENSMUSG00000026439	1455.863812	-0.395726826	0.089118923	3.89268E-06	5.38243E-05	Rbbp5	NEUROD1_unique
ENSMUSG00000026442	7449.410588	-0.363152023	0.159303359	0.010262937	0.040328078	Nfasc	NEUROD1_unique
ENSMUSG00000026443	8913.298949	-0.603374713	0.168165161	6.06249E-05	0.000571207	Lrrn2	NEUROD1_unique
ENSMUSG00000026447	606.5823871	-0.275279885	0.168525378	0.059206423	0.154879961	Pik3c2b	NEUROD1_unique
ENSMUSG00000026452	251.7127654	-2.489772412	0.417800467	1.17323E-11	5.73487E-10	Syt2	NEUROD1_unique
ENSMUSG00000026463	4740.411701	-0.624638125	0.191781855	0.00020303	0.001590663	Atp2b4	NEUROD1_unique
ENSMUSG00000026466	1643.857717	-0.017514872	0.12029658	0.875239884	0.932197324	Tor1aip1	NEUROD1_unique
ENSMUSG00000026468	45.66371743	-0.568107574	0.612211152	0.026365218	0.083858311	Lhx4	NEUROD1_unique
ENSMUSG00000026469	10249.42279	0.506221579	0.182727446	0.001332616	0.007714363	Xpr1	NEUROD1_unique
ENSMUSG00000026473	13391.75975	-0.200433584	0.189654981	0.195802528	0.361725054	Glul	NEUROD1_unique
ENSMUSG00000026475	1097.978243	-0.128653048	0.267464265	0.416205738	0.595781442	Rgs16	NEUROD1_unique
ENSMUSG00000026478	7697.41529	-0.250237244	0.10228432	0.008893816	0.035961026	Lamc1	NEUROD1_unique
ENSMUSG00000026479	571.2636026	0.222631308	0.181886261	0.144468332	0.292244989	Lamc2	NEUROD1_unique
ENSMUSG00000026482	3101.001979	-0.878481706	0.207502318	2.28787E-06	3.37081E-05	Rgl1	NEUROD1_unique
ENSMUSG00000026483	200.5018576	-0.128417307	0.239860756	0.439380796	0.615315619	Fam129a	NEUROD1_unique
ENSMUSG00000026490	7920.645192	-0.134430068	0.143466098	0.294376017	0.475405751	Cdc42bpa	NEUROD1_unique
ENSMUSG00000026491	1752.811772	-0.14300878	0.098971778	0.128194094	0.269293737	Ahctf1	NEUROD1_unique
ENSMUSG00000026494	2286.4318	-0.269677915	0.208104799	0.102075135	0.22922712	Kif26b	NEUROD1_unique
ENSMUSG00000026495	785.1069004	0.289237491	0.133193711	0.017960282	0.062102499	Efcab2	NEUROD1_unique
ENSMUSG00000026504	707.3310876	0.120596612	0.140131911	0.341435445	0.523547765	Sdccag8	NEUROD1_unique
ENSMUSG00000026509	6210.810549	-0.169275283	0.09024575	0.050088553	0.136537035	Capn2	NEUROD1_unique
ENSMUSG00000026510	1447.500963	0.673015165	0.199065762	0.000102603	0.000890412	Trp53bp2	NEUROD1_unique
ENSMUSG00000026511	2503.513023	0.031446519	0.087158848	0.708602519	0.827951271	Srp9	NEUROD1_unique
ENSMUSG00000026514	2294.861621	-0.5736777	0.296660612	0.008355252	0.034336565	Cnih3	NEUROD1_unique
ENSMUSG00000026525	120.4955185	-0.198910414	0.193399051	0.20831858	0.377368725	Opn3	NEUROD1_unique
ENSMUSG00000026526	4449.135275	0.270426147	0.115166831	0.012125424	0.04599385	Fh1	NEUROD1_unique
ENSMUSG00000026527	1593.7781	-0.753970187	0.235222268	0.000144666	0.001193004	Rgs7	NEUROD1_unique
ENSMUSG00000026532	462.5635968	-1.080630743	0.236464531	3.83855E-07	6.93479E-06	Spta1	NEUROD1_unique
ENSMUSG00000026535	2.331568381	-0.020030466	0.324956898	0.813239876	.	Ifi202b	NEUROD1_unique
ENSMUSG00000026536	74.33623426	-1.173950858	0.355780096	6.96166E-05	0.000642168	Mnda	NEUROD1_unique
ENSMUSG00000026553	14921.51626	0.113955017	0.105071831	0.256533179	0.434299852	Copa	NEUROD1_unique
ENSMUSG00000026556	1726.113996	-0.213415815	0.117711805	0.050355892	0.137044173	Vangl2	NEUROD1_unique
ENSMUSG00000026560	1.507565616	-0.058543398	0.329663484	0.396962085	.	Fmo9	NEUROD1_unique
ENSMUSG00000026565	906.0927577	0.136508275	0.15563498	0.328669287	0.511434693	Pou2f1	NEUROD1_unique
ENSMUSG00000026574	4.197600881	0.153251287	0.363495973	0.131795832	.	Dpt	NEUROD1_unique
ENSMUSG00000026575	881.7716024	0.048321621	0.122659144	0.67054803	0.800929559	Nme7	NEUROD1_unique
ENSMUSG00000026576	42121.39657	-0.579891203	0.136073367	4.70751E-06	6.31487E-05	Atp1b1	NEUROD1_unique
ENSMUSG00000026577	1005.823574	-0.112165606	0.079719345	0.135664374	0.279792219	Blzf1	NEUROD1_unique
ENSMUSG00000026584	913.0917592	0.242640872	0.147831979	0.06986443	0.174502211	Scyl3	NEUROD1_unique
ENSMUSG00000026585	9431.650114	0.134804096	0.117067942	0.21611715	0.387333554	Kifap3	NEUROD1_unique
ENSMUSG00000026586	1062.972343	-0.377751404	0.125173294	0.001109977	0.006621567	Prrx1	NEUROD1_unique
ENSMUSG00000026589	218.4212817	-0.138169044	0.215880159	0.399954532	0.580434768	Sec16b	NEUROD1_unique
ENSMUSG00000026592	1.761298767	-0.019690322	0.323556283	0.759957646	.	Tex35	NEUROD1_unique
ENSMUSG00000026594	2986.825747	0.027738933	0.077047394	0.711403846	0.829951207	Ralgps2	NEUROD1_unique
ENSMUSG00000026596	3533.113903	-0.223162879	0.176673681	0.134543108	0.278346547	Abl2	NEUROD1_unique
ENSMUSG00000026603	2304.1431	-0.179575957	0.118039	0.100946114	0.227474539	Smyd2	NEUROD1_unique
ENSMUSG00000026604	3369.404096	0.068554782	0.135915135	0.578529575	0.730007409	Ptpn14	NEUROD1_unique
ENSMUSG00000026605	522.0690834	-0.225080105	0.217114173	0.1809107	0.343499394	Cenpf	NEUROD1_unique
ENSMUSG00000026608	4812.091014	0.21534855	0.122197141	0.055819215	0.14828193	Kctd3	NEUROD1_unique
ENSMUSG00000026609	6.740968592	-0.034167524	0.32350211	0.554573837	0.711425845	Ush2a	NEUROD1_unique
ENSMUSG00000026610	384.3868856	0.829906017	0.238149878	5.35295E-05	0.000513198	Esrrg	NEUROD1_unique
