.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000032456	155.8294866	-0.352439843	0.193569338	0.029016828	0.090277056	Nmnat3	chr9	98296442	98297221	DIV11	Promoter (<=1kb)	9	98296583	98411417	114835	1	ENSMUST00000035031	0	ENSMUSG00000032456	FOXG1_unique
ENSMUSG00000032458	7789.701469	-0.192897289	0.09435809	0.030686741	0.094199084	Copb2	chr9	98563123	98563955	DIV11	Promoter (<=1kb)	9	98563731	98588375	24645	1	ENSMUST00000035033	0	ENSMUSG00000032458	FOXG1_unique
ENSMUSG00000032462	1566.237254	-0.204504602	0.137912993	0.101006199	0.227533898	Pik3cb	chr9	99138934	99139534	DIV11	Promoter (<=1kb)	9	99038456	99139925	101470	2	ENSMUST00000136965	391	ENSMUSG00000032462	FOXG1_unique
ENSMUSG00000032468	3064.799293	0.357578681	0.137792202	0.004389508	0.020403345	Armc8	chr9	99531023	99531207	DIV11	Intron (ENSMUST00000035043/ENSMUSG00000032468, intron 6 of 21)	9	99478391	99568899	90509	2	ENSMUST00000035043	37692	ENSMUSG00000032468	FOXG1_unique
ENSMUSG00000032469	541.1229946	0.088421799	0.105251778	0.375867984	0.557787878	Dbr1	chr9	99575306	99576206	DIV11	Promoter (<=1kb)	9	99575799	99584463	8665	1	ENSMUST00000066650	0	ENSMUSG00000032469	FOXG1_unique
ENSMUSG00000032470	4343.086068	-0.370752395	0.156806032	0.007135572	0.030229422	Mras	chr9	99442797	99442981	DIV11	Distal Intergenic	9	99387976	99436881	48906	2	ENSMUST00000122384	-5917	ENSMUSG00000032470	FOXG1_unique
ENSMUSG00000032475	901.9355864	-0.189717274	0.121993884	0.092515755	0.214124109	Nck1	chr9	100520644	100520835	DIV11	Intron (ENSMUST00000116522/ENSMUSG00000032475, intron 1 of 3)	9	100495003	100506856	11854	2	ENSMUST00000112874	-13789	ENSMUSG00000032475	FOXG1_unique
ENSMUSG00000032477	722.4936624	-0.642773775	0.167038336	2.1027E-05	0.000231879	Cdc25a	chr9	109875265	109875470	DIV11	Promoter (<=1kb)	9	109875579	109893888	18310	1	ENSMUST00000094324	-109	ENSMUSG00000032477	FOXG1_unique
ENSMUSG00000032478	457.8382309	0.199011186	0.132111858	0.098077998	0.222953676	Nme6	chr9	109832487	109833244	DIV11	Promoter (<=1kb)	9	109832749	109842529	9781	1	ENSMUST00000147777	0	ENSMUSG00000032478	FOXG1_unique
ENSMUSG00000032479	25805.96456	-0.261370561	0.096944685	0.004647701	0.021367803	Map4	chr9	109931111	109931522	DIV11	Promoter (<=1kb)	9	109931458	110083946	152489	1	ENSMUST00000072772	0	ENSMUSG00000032479	FOXG1_unique
ENSMUSG00000032480	4121.224861	-0.19877091	0.093783877	0.026512191	0.084154261	Dhx30	chr9	110100691	110101191	DIV11	Promoter (<=1kb)	9	110084320	110101087	16768	2	ENSMUST00000062368	0	ENSMUSG00000032480	FOXG1_unique
ENSMUSG00000032481	4899.945094	0.137583381	0.131529813	0.245280957	0.421204455	Smarcc1	chr9	110132428	110132617	DIV11	Promoter (<=1kb)	9	110132037	110240178	108142	1	ENSMUST00000088716	392	ENSMUSG00000032481	FOXG1_unique
ENSMUSG00000032482	9393.217574	0.131766061	0.175358219	0.396016076	0.576576903	Cspg5	chr9	110215785	110215969	DIV11	Intron (ENSMUST00000111969/ENSMUSG00000032481, intron 25 of 26)	9	110243783	110262575	18793	1	ENSMUST00000035058	-27814	ENSMUSG00000032482	FOXG1_unique
ENSMUSG00000032485	6719.070572	-0.177882475	0.060651113	0.002797882	0.014163752	Scap	chr9	110333061	110333372	DIV11	Promoter (<=1kb)	9	110333288	110372276	38989	1	ENSMUST00000125823	0	ENSMUSG00000032485	FOXG1_unique
ENSMUSG00000032487	208.6885028	-1.836666571	0.478780172	1.90902E-06	2.88622E-05	Ptgs2	chr1	150166794	150167044	DIV11	Distal Intergenic	1	150100124	150108010	7887	1	ENSMUST00000035065	66671	ENSMUSG00000032487	FOXG1_unique
ENSMUSG00000032489	774.9163033	0.296065874	0.246360897	0.103842874	0.232140292	Kif9	chr9	110476550	110477157	DIV11	Promoter (<=1kb)	9	110476994	110522131	45138	1	ENSMUST00000084948	0	ENSMUSG00000032489	FOXG1_unique
ENSMUSG00000032491	290.3059269	-0.08960884	0.198126524	0.56757031	0.721645494	Nradd	chr9	110624433	110625051	DIV11	Promoter (<=1kb)	9	110621137	110624393	3257	2	ENSMUST00000035069	-41	ENSMUSG00000032491	FOXG1_unique
ENSMUSG00000032494	1.73656923	-0.121886996	0.360265196	0.02005274	.	Tdgf1	chr9	110944289	110944489	DIV11	Promoter (1-2kb)	9	110939610	110946158	6549	2	ENSMUST00000035075	1669	ENSMUSG00000032494	FOXG1_unique
ENSMUSG00000032497	1403.440492	0.370063547	0.084241176	5.49625E-06	7.20043E-05	Lrrfip2	chr9	111144527	111144875	DIV11	Intron (ENSMUST00000035078/ENSMUSG00000032497, intron 3 of 14)	9	111118111	111225668	107558	1	ENSMUST00000098340	26417	ENSMUSG00000032497	FOXG1_unique
ENSMUSG00000032498	802.70425	-0.11799286	0.095162301	0.192358241	0.357780551	Mlh1	chr9	111182818	111183002	DIV11	Intron (ENSMUST00000035078/ENSMUSG00000032497, intron 5 of 14)	9	111229870	111230948	1079	2	ENSMUST00000128795	47946	ENSMUSG00000032498	FOXG1_unique
ENSMUSG00000032500	278.7516293	0.93127319	0.337418717	0.000399175	0.002814541	Dclk3	chr9	111412334	111412894	DIV11	Distal Intergenic	9	111439081	111489608	50528	1	ENSMUST00000111879	-26187	ENSMUSG00000032500	FOXG1_unique
ENSMUSG00000032501	1074.838109	-0.620653395	0.176524878	8.49431E-05	0.000758638	Trib1	chr15	59519973	59520315	DIV11	Intron (ENSMUST00000168722/ENSMUSG00000059586, intron 4 of 4)	15	59648350	59656550	8201	1	ENSMUST00000067543	-128035	ENSMUSG00000032501	FOXG1_unique
ENSMUSG00000032502	567.6269963	0.126710368	0.316630449	0.344181839	0.526342184	Stac	chr9	111672677	111672867	DIV11	Intron (ENSMUST00000161995/ENSMUSG00000032502, intron 1 of 9)	9	111561437	111690225	128789	2	ENSMUST00000161995	17358	ENSMUSG00000032502	FOXG1_unique
ENSMUSG00000032503	2314.924416	-1.370381482	0.295346649	1.31677E-07	2.66361E-06	Arpp21	chr9	112174504	112174767	DIV11	Intron (ENSMUST00000160240/ENSMUSG00000032503, intron 7 of 16)	9	112065091	112185726	120636	2	ENSMUST00000160240	10959	ENSMUSG00000032503	FOXG1_unique
ENSMUSG00000032504	3885.077218	-0.146043941	0.073993732	0.03997845	0.115100827	Pdcd6ip	chr9	113583171	113583463	DIV11	Distal Intergenic	9	113655570	113657294	1725	2	ENSMUST00000142256	73831	ENSMUSG00000032504	FOXG1_unique
ENSMUSG00000032507	1573.30172	-0.352112327	0.109283594	0.000623406	0.004086478	Fbxl2	chr9	113990845	113991099	DIV11	Promoter (<=1kb)	9	113983339	113991504	8166	2	ENSMUST00000139757	405	ENSMUSG00000032507	FOXG1_unique
ENSMUSG00000032512	4039.605646	0.033533086	0.092822483	0.697120178	0.819933955	Wdr48	chr9	119894180	119894994	DIV11	Promoter (<=1kb)	9	119894895	119926579	31685	1	ENSMUST00000036561	0	ENSMUSG00000032512	FOXG1_unique
ENSMUSG00000032513	2130.212902	0.091773853	0.103672232	0.35040972	0.532667117	Gorasp1	chr9	119937384	119937650	DIV11	Promoter (<=1kb)	9	119925673	119937558	11886	2	ENSMUST00000035099	0	ENSMUSG00000032513	FOXG1_unique
ENSMUSG00000032515	558.4690656	-0.200710282	0.136927971	0.105012342	0.233875885	Csrnp1	chr9	119978036	119978304	DIV11	Promoter (<=1kb)	9	119971166	119977250	6085	2	ENSMUST00000035101	-787	ENSMUSG00000032515	FOXG1_unique
ENSMUSG00000032518	27910.71619	-0.164023268	0.122116423	0.120194682	0.257156872	Rpsa	chr9	120127332	120127840	DIV11	Promoter (<=1kb)	9	120127766	120132369	4604	1	ENSMUST00000035105	0	ENSMUSG00000032518	FOXG1_unique
ENSMUSG00000032519	1117.24968	0.183877285	0.108716377	0.073112378	0.180452697	Slc25a38	chr9	120110300	120111000	DIV11	Promoter (<=1kb)	9	120110374	120124504	14131	1	ENSMUST00000035106	0	ENSMUSG00000032519	FOXG1_unique
ENSMUSG00000032525	4668.160607	-0.324733634	0.120660785	0.003518716	0.017090063	Nktr	chr9	121718634	121719189	DIV11	Promoter (<=1kb)	9	121719181	121756841	37661	1	ENSMUST00000035112	0	ENSMUSG00000032525	FOXG1_unique
ENSMUSG00000032526	1283.605723	0.09582154	0.089659543	0.264531681	0.443421559	Ss18l2	chr9	121710012	121710718	DIV11	Promoter (<=1kb)	9	121710389	121712921	2533	1	ENSMUST00000035113	0	ENSMUSG00000032526	FOXG1_unique
ENSMUSG00000032527	3395.416079	0.06650399	0.112037686	0.528377237	0.689928194	Pccb	chr9	100940727	100941087	DIV11	Intron (ENSMUST00000129269/ENSMUSG00000037286, intron 25 of 33)	9	100984373	100985609	1237	2	ENSMUST00000149998	44522	ENSMUSG00000032527	FOXG1_unique
ENSMUSG00000032528	146.8729773	-1.677340387	0.273434777	3.49637E-11	1.59657E-09	Vipr1	chr9	121669458	121669642	DIV11	Promoter (<=1kb)	9	121668713	121669509	797	1	ENSMUST00000149959	746	ENSMUSG00000032528	FOXG1_unique
ENSMUSG00000032530	4.297464143	0.369367777	0.633864151	0.021960792	.	Lyzl4	chr9	121630845	121631065	DIV11	Intron (ENSMUST00000077706/ENSMUSG00000032530, intron 1 of 5)	9	121584087	121641526	57440	2	ENSMUST00000125075	10461	ENSMUSG00000032530	FOXG1_unique
ENSMUSG00000032531	5054.020339	-0.06276372	0.181480804	0.674398055	0.803551542	Amotl2	chr9	102691032	102691277	DIV11	Distal Intergenic	9	102716672	102720721	4050	1	ENSMUST00000145913	-25395	ENSMUSG00000032531	FOXG1_unique
ENSMUSG00000032532	1767.676292	-4.781069428	0.313998226	1.81578E-54	6.12189E-51	Cck	chr9	121479521	121479948	DIV11	Distal Intergenic	9	121489825	121495689	5865	2	ENSMUST00000035120	15741	ENSMUSG00000032532	FOXG1_unique
ENSMUSG00000032534	993.1729433	0.429404214	0.133921009	0.000485412	0.003316245	Cep63	chr9	102584463	102584647	DIV11	Downstream (1-2kb)	9	102598217	102602750	4534	2	ENSMUST00000160512	18103	ENSMUSG00000032534	FOXG1_unique
ENSMUSG00000032536	7126.159618	0.006716225	0.09787716	0.93964313	0.967194112	Trak1	chr9	121332575	121332944	DIV11	Distal Intergenic	9	121366958	121474916	107959	1	ENSMUST00000045903	-34014	ENSMUSG00000032536	FOXG1_unique
ENSMUSG00000032537	1594.330768	0.27556742	0.132739967	0.022934443	0.075290629	Ephb1	chr9	102353861	102354096	DIV11	Promoter (<=1kb)	9	101922128	102354693	432566	2	ENSMUST00000035129	597	ENSMUSG00000032537	FOXG1_unique
ENSMUSG00000032540	2200.905052	0.008759596	0.090651606	0.913143152	0.952016329	Abhd5	chr9	122373797	122373981	DIV11	Intron (ENSMUST00000156520/ENSMUSG00000032540, intron 3 of 6)	9	122363653	122368261	4609	1	ENSMUST00000154161	10145	ENSMUSG00000032540	FOXG1_unique
ENSMUSG00000032547	3261.465019	0.068352013	0.114786021	0.521899635	0.684086549	Ryk	chr9	102806223	102806464	DIV11	Distal Intergenic	9	102834917	102907527	72611	1	ENSMUST00000175883	-28453	ENSMUSG00000032547	FOXG1_unique
ENSMUSG00000032548	233.8534951	-0.794783558	0.21128773	1.99602E-05	0.000222466	Slco2a1	chr9	103007723	103007971	DIV11	Promoter (<=1kb)	9	103008489	103087849	79361	1	ENSMUST00000035148	-518	ENSMUSG00000032548	FOXG1_unique
ENSMUSG00000032549	23838.24972	0.236174338	0.176907101	0.123060485	0.261627547	Rab6b	chr9	103077564	103077806	DIV11	Intron (ENSMUST00000035148/ENSMUSG00000032548, intron 10 of 13)	9	103112074	103185270	73197	1	ENSMUST00000035155	-34268	ENSMUSG00000032549	FOXG1_unique
ENSMUSG00000032551	526.3177216	0.266075664	0.127882948	0.023622759	0.077155397	RP23-438P19.2	chr9	122950300	122951286	DIV11	Promoter (<=1kb)	9	122945089	122951000	5912	2	ENSMUST00000035154	0	ENSMUSG00000032551	FOXG1_unique
ENSMUSG00000032553	2134.514412	0.004286304	0.111882497	0.967457805	0.98315603	Srprb	chr9	103186132	103186356	DIV11	Downstream (1-2kb)	9	103189090	103202129	13040	2	ENSMUST00000163567	15773	ENSMUSG00000032553	FOXG1_unique
ENSMUSG00000032554	152.4101163	0.28331552	0.269348522	0.130972727	0.273336149	Trf	chr9	103239550	103239740	DIV11	Distal Intergenic	9	103208795	103230444	21650	2	ENSMUST00000035158	-9107	ENSMUSG00000032554	FOXG1_unique
ENSMUSG00000032556	129.3383917	0.292289037	0.242669141	0.106753586	0.236685478	Bfsp2	chr9	103443288	103444033	DIV11	Intron (ENSMUST00000143564/ENSMUSG00000086236, intron 5 of 5)	9	103424924	103449096	24173	2	ENSMUST00000136636	5063	ENSMUSG00000032556	FOXG1_unique
ENSMUSG00000032558	439.4662802	-0.570435367	0.152122751	3.97106E-05	0.00039807	Nphp3	chr9	103895241	103895425	DIV11	Distal Intergenic	9	104002544	104039707	37164	1	ENSMUST00000149641	-107119	ENSMUSG00000032558	FOXG1_unique
ENSMUSG00000032560	2941.745769	-0.365018461	0.109319934	0.000387623	0.002742646	Dnajc13	chr9	104262215	104262906	DIV11	Promoter (<=1kb)	9	104151597	104262930	111334	2	ENSMUST00000035170	24	ENSMUSG00000032560	FOXG1_unique
ENSMUSG00000032561	11.96807345	-0.081374572	0.308814762	0.509538178	0.673997764	Acpp	chr9	104350962	104351365	DIV11	Distal Intergenic	9	104288251	104337728	49478	2	ENSMUST00000062723	-13235	ENSMUSG00000032561	FOXG1_unique
ENSMUSG00000032562	16418.60874	-0.07994037	0.132998847	0.504059324	0.669508606	Gnai2	chr9	107633155	107633705	DIV11	Promoter (1-2kb)	9	107614138	107635342	21205	2	ENSMUST00000055704	1637	ENSMUSG00000032562	FOXG1_unique
ENSMUSG00000032563	2390.600352	-0.021879115	0.067998233	0.742866049	0.850641758	Mrpl3	chr9	105050343	105050630	DIV11	Promoter (2-3kb)	9	105053239	105076502	23264	1	ENSMUST00000149243	-2609	ENSMUSG00000032563	FOXG1_unique
ENSMUSG00000032564	1679.94655	-1.643063557	0.138668735	1.1207E-33	9.4461E-31	Cpne4	chr9	104571111	104571393	DIV11	Promoter (1-2kb)	9	104569787	105034544	464758	1	ENSMUST00000077190	1325	ENSMUSG00000032564	FOXG1_unique
ENSMUSG00000032567	334.1036822	-0.043414252	0.155410698	0.750239828	0.855839479	Aste1	chr9	105394825	105395759	DIV11	Promoter (<=1kb)	9	105395392	105405758	10367	1	ENSMUST00000035181	0	ENSMUSG00000032567	FOXG1_unique
ENSMUSG00000032570	4831.47298	-0.895042102	0.105309429	2.29569E-18	3.77557E-16	Atp2c1	chr9	105411194	105411704	DIV11	Exon (ENSMUST00000038118/ENSMUSG00000032570, exon 1 of 28)	9	105414727	105418255	3529	2	ENSMUST00000175697	6551	ENSMUSG00000032570	FOXG1_unique
ENSMUSG00000032571	1153.766187	0.902565373	0.099388297	1.38977E-20	3.45781E-18	Pik3r4	chr9	105619496	105619691	DIV11	Distal Intergenic	9	105642995	105687655	44661	1	ENSMUST00000065778	-23304	ENSMUSG00000032571	FOXG1_unique
ENSMUSG00000032572	49.35886604	-0.233055995	0.264045374	0.199925663	0.36659683	Col6a4	chr9	106075954	106076155	DIV11	Intron (ENSMUST00000121963/ENSMUSG00000032572, intron 4 of 37)	9	106071143	106072409	1267	2	ENSMUST00000137847	-3546	ENSMUSG00000032572	FOXG1_unique
ENSMUSG00000032577	1529.494437	0.04762888	0.082664074	0.552527339	0.710106451	Mapkapk3	chr9	107249147	107249492	DIV11	Distal Intergenic	9	107256044	107257292	1249	2	ENSMUST00000128175	7800	ENSMUSG00000032577	FOXG1_unique
ENSMUSG00000032579	541.3404074	0.101954153	0.137157548	0.416242974	0.595781442	Hemk1	chr9	107329020	107329258	DIV11	Intron (ENSMUST00000148165/ENSMUSG00000032579, intron 7 of 9)	9	107327710	107336663	8954	2	ENSMUST00000128396	7405	ENSMUSG00000032579	FOXG1_unique
ENSMUSG00000032580	6685.377395	-0.182739649	0.071310756	0.008590647	0.034972873	Rbm5	chr9	107802337	107802521	DIV11	Intron (ENSMUST00000035201/ENSMUSG00000032582, intron 6 of 20)	9	107740495	107771002	30508	2	ENSMUST00000035199	-31336	ENSMUSG00000032580	FOXG1_unique
ENSMUSG00000032582	2413.123102	-0.002397102	0.068053037	0.971416915	0.984903407	Rbm6	chr9	107831748	107831966	DIV11	Intron (ENSMUST00000035201/ENSMUSG00000032582, intron 6 of 20)	9	107773565	107872819	99255	2	ENSMUST00000035201	40853	ENSMUSG00000032582	FOXG1_unique
ENSMUSG00000032586	789.1008626	-0.726772472	0.159206146	7.58579E-07	1.25849E-05	Traip	chr9	107950609	107950938	DIV11	Promoter (<=1kb)	9	107950963	107972268	21306	1	ENSMUST00000049348	-25	ENSMUSG00000032586	FOXG1_unique
ENSMUSG00000032589	11409.97845	-0.874695079	0.320326302	0.000563498	0.003775757	Bsn	chr9	108128355	108128662	DIV11	Intron (ENSMUST00000035208/ENSMUSG00000032589, intron 2 of 11)	9	108096023	108110413	14391	2	ENSMUST00000124763	-17943	ENSMUSG00000032589	FOXG1_unique
ENSMUSG00000032590	1813.876427	0.458555813	0.140726939	0.000356708	0.002556095	Apeh	chr9	108094108	108094612	DIV11	Promoter (<=1kb)	9	108085417	108094480	9064	2	ENSMUST00000081309	0	ENSMUSG00000032590	FOXG1_unique
ENSMUSG00000032593	82.94133133	-0.243546691	0.252518227	0.176940739	0.337673039	Amigo3	chr9	108052900	108053131	DIV11	Promoter (<=1kb)	9	108053159	108055701	2543	1	ENSMUST00000085060	-28	ENSMUSG00000032593	FOXG1_unique
ENSMUSG00000032594	8219.026898	-0.243681982	0.079864325	0.001628588	0.009110814	Ip6k1	chr9	108002888	108003714	DIV11	Promoter (<=1kb)	9	108002671	108040916	38246	1	ENSMUST00000175874	218	ENSMUSG00000032594	FOXG1_unique
ENSMUSG00000032599	5113.358592	-0.041035651	0.062706626	0.519486219	0.682119111	Ip6k2	chr9	108799570	108799875	DIV11	Intron (ENSMUST00000085018/ENSMUSG00000032599, intron 4 of 5)	9	108795994	108806333	10340	1	ENSMUST00000085018	3577	ENSMUSG00000032599	FOXG1_unique
ENSMUSG00000032604	3286.878451	-0.101811755	0.071161702	0.147691616	0.296631214	Qars	chr9	108507257	108508281	DIV11	Promoter (<=1kb)	9	108508005	108515941	7937	1	ENSMUST00000006838	0	ENSMUSG00000032604	FOXG1_unique
ENSMUSG00000032606	4050.720329	0.346672895	0.124124944	0.002504167	0.01293585	Nicn1	chr9	108284526	108284710	DIV11	Distal Intergenic	9	108290448	108296498	6051	1	ENSMUST00000035227	-5738	ENSMUSG00000032606	FOXG1_unique
ENSMUSG00000032611	31.27597044	0.184603469	0.264358579	0.295109636	0.476134377	RP23-448A11.15	chr9	108400366	108400658	DIV11	Downstream (2-3kb)	9	108392834	108397763	4930	1	ENSMUST00000035234	7533	ENSMUSG00000032611	FOXG1_unique
ENSMUSG00000032612	5650.763722	-0.073742458	0.061926216	0.208212433	0.377217635	Usp4	chr9	108347204	108347742	DIV11	Promoter (<=1kb)	9	108347831	108392529	44699	1	ENSMUST00000035237	-89	ENSMUSG00000032612	FOXG1_unique
ENSMUSG00000032615	1515.559816	0.149300778	0.115061362	0.164739841	0.321021313	Nt5m	chr11	59848156	59848375	DIV11	Promoter (<=1kb)	11	59848104	59876533	28430	1	ENSMUST00000137695	53	ENSMUSG00000032615	FOXG1_unique
ENSMUSG00000032621	2119.507649	-0.003009961	0.099482414	0.995423559	0.997346368	Srek1	chr13	103752045	103752313	DIV11	Intron (ENSMUST00000074616/ENSMUSG00000032621, intron 7 of 9)	13	103741615	103764504	22890	2	ENSMUST00000074616	12191	ENSMUSG00000032621	FOXG1_unique
ENSMUSG00000032623	1.091530252	0.00799663	0.325257654	0.981649974	.	Oas1d	chr5	120922232	120922478	DIV11	Distal Intergenic	5	120914536	120921652	7117	1	ENSMUST00000044224	7697	ENSMUSG00000032623	FOXG1_unique
ENSMUSG00000032624	2868.676469	-0.529167974	0.105043687	1.3501E-07	2.72024E-06	Eml4	chr17	83379825	83380201	DIV11	Intron (ENSMUST00000049503/ENSMUSG00000032624, intron 1 of 20)	17	83350931	83480361	129431	1	ENSMUST00000112363	28895	ENSMUSG00000032624	FOXG1_unique
ENSMUSG00000032625	1304.421225	-1.64048394	0.198711067	8.2274E-18	1.19735E-15	Thsd7a	chr6	12259079	12259523	DIV11	Distal Intergenic	6	12317127	12318329	1203	2	ENSMUST00000137836	58806	ENSMUSG00000032625	FOXG1_unique
ENSMUSG00000032633	2227.054465	0.028053445	0.102140955	0.755294831	0.859135129	Flcn	chr11	59809628	59810722	DIV11	Promoter (<=1kb)	11	59791408	59810016	18609	2	ENSMUST00000102697	0	ENSMUSG00000032633	FOXG1_unique
ENSMUSG00000032637	7596.695929	-0.049647364	0.12532229	0.692202686	0.816267509	Atxn2l	chr7	126502163	126502912	DIV11	Promoter (<=1kb)	7	126491715	126502414	10700	2	ENSMUST00000167759	0	ENSMUSG00000032637	FOXG1_unique
ENSMUSG00000032640	1805.959475	0.474740396	0.127558098	6.39181E-05	0.000597504	Chsy1	chr7	66102005	66102298	DIV11	Distal Intergenic	7	66109515	66173789	64275	1	ENSMUST00000036372	-7217	ENSMUSG00000032640	FOXG1_unique
ENSMUSG00000032641	635.7096279	0.099733272	0.112187106	0.343706069	0.525932683	Gpr19	chr6	134863067	134863430	DIV11	Distal Intergenic	6	134869157	134887832	18676	2	ENSMUST00000066107	24402	ENSMUSG00000032641	FOXG1_unique
ENSMUSG00000032648	153.3501099	0.40069373	0.23447373	0.028456293	0.088806287	Pygm	chr19	6398283	6398492	DIV11	Promoter (<=1kb)	19	6397495	6398291	797	1	ENSMUST00000139775	789	ENSMUSG00000032648	FOXG1_unique
ENSMUSG00000032652	664.7861221	0.506304484	0.191532627	0.002175376	0.011540959	Crebl2	chr6	134813496	134814349	DIV11	Distal Intergenic	6	134830154	134858931	28778	1	ENSMUST00000046303	-15805	ENSMUSG00000032652	FOXG1_unique
ENSMUSG00000032656	315.486945	0.724359096	0.241190497	0.000366955	0.002619316	March3	chr18	56805321	56805662	DIV11	Exon (ENSMUST00000153044/ENSMUSG00000032656, exon 1 of 3)	18	56775852	56812019	36168	2	ENSMUST00000035278	6357	ENSMUSG00000032656	FOXG1_unique
ENSMUSG00000032666	2726.196421	0.190141146	0.146221024	0.144283373	0.292104518	AC166332.1	chr1	151905224	151905515	DIV11	Intron (ENSMUST00000044581/ENSMUSG00000032666, intron 5 of 5)	1	151892903	151921227	28325	2	ENSMUST00000128433	15712	ENSMUSG00000032666	FOXG1_unique
ENSMUSG00000032667	3408.113286	-0.439428226	0.231225022	0.016204634	0.057268265	Pon2	chr6	5283163	5283347	DIV11	Intron (ENSMUST00000057792/ENSMUSG00000032667, intron 2 of 8)	6	5273131	5289068	15938	2	ENSMUST00000135342	5721	ENSMUSG00000032667	FOXG1_unique
ENSMUSG00000032671	3.741938079	0.195440462	0.414391311	0.009395528	.	RP24-297H17.2	chr2	104120657	104120858	DIV11	Promoter (1-2kb)	2	104122769	104124749	1981	1	ENSMUST00000040374	-1911	ENSMUSG00000032671	FOXG1_unique
ENSMUSG00000032680	215.4836419	0.567363198	0.305178179	0.010837844	0.042113565	RP23-453K8.1	chr2	152423405	152423589	DIV11	Intron (ENSMUST00000039961/ENSMUSG00000032680, intron 1 of 11)	2	152427635	152444329	16695	1	ENSMUST00000153713	-4046	ENSMUSG00000032680	FOXG1_unique
ENSMUSG00000032688	227.030442	-0.255571716	0.14735754	0.052236728	0.1408178	Malt1	chr18	65430471	65430683	DIV11	Promoter (<=1kb)	18	65430963	65478823	47861	1	ENSMUST00000049248	-280	ENSMUSG00000032688	FOXG1_unique
ENSMUSG00000032690	52.06947514	0.29301762	0.380030755	0.115248114	0.249182782	Oas2	chr5	120746353	120746755	DIV11	Intron (ENSMUST00000053909/ENSMUSG00000032690, intron 2 of 10)	5	120730333	120749853	19521	2	ENSMUST00000053909	3098	ENSMUSG00000032690	FOXG1_unique
ENSMUSG00000032698	487.1551223	-0.028481814	0.160532142	0.839369523	0.910955822	Lmo2	chr2	103948359	103948580	DIV11	Distal Intergenic	2	103957986	103981050	23065	1	ENSMUST00000156813	-9406	ENSMUSG00000032698	FOXG1_unique
ENSMUSG00000032702	1385.325176	-0.058363414	0.128643291	0.646873608	0.783006595	Kank1	chr19	25370032	25370244	DIV11	Intron (ENSMUST00000049400/ENSMUSG00000032702, intron 3 of 13)	19	25395303	25409772	14470	1	ENSMUST00000137260	-25059	ENSMUSG00000032702	FOXG1_unique
ENSMUSG00000032705	1911.826691	-0.566144771	0.131247881	3.69741E-06	5.12997E-05	Exd2	chr12	80462903	80463757	DIV11	Promoter (<=1kb)	12	80463095	80498135	35041	1	ENSMUST00000038185	0	ENSMUSG00000032705	FOXG1_unique
ENSMUSG00000032715	173.5625075	1.239889461	0.20959543	2.62926E-10	9.99761E-09	Trib3	chr2	152344199	152344545	DIV11	Promoter (<=1kb)	2	152337422	152344032	6611	2	ENSMUST00000040312	-168	ENSMUSG00000032715	FOXG1_unique
ENSMUSG00000032717	190.4577856	-0.047429999	0.133019491	0.703461994	0.824277843	Mdfi	chr17	47814000	47814455	DIV11	Downstream (<1kb)	17	47816039	47833169	17131	2	ENSMUST00000131971	18714	ENSMUSG00000032717	FOXG1_unique
ENSMUSG00000032718	126.0013496	-0.055044648	0.202692372	0.729467804	0.842020212	Mansc1	chr6	134622267	134622474	DIV11	Intron (ENSMUST00000047443/ENSMUSG00000032718, intron 1 of 3)	6	134609210	134632488	23279	2	ENSMUST00000047443	10014	ENSMUSG00000032718	FOXG1_unique
ENSMUSG00000032724	587.1759032	-0.74029956	0.207092415	4.12115E-05	0.000411078	Abtb2	chr2	103564825	103565086	DIV11	Promoter (1-2kb)	2	103566310	103718423	152114	1	ENSMUST00000076212	-1224	ENSMUSG00000032724	FOXG1_unique
ENSMUSG00000032735	4249.868168	0.734801351	0.202722767	3.14961E-05	0.000327575	Ablim3	chr18	61858186	61858449	DIV11	Intron (ENSMUST00000049378/ENSMUSG00000032735, intron 2 of 22)	18	61799395	61911824	112430	2	ENSMUST00000049378	53375	ENSMUSG00000032735	FOXG1_unique
ENSMUSG00000032740	3637.420713	-0.058659185	0.164288296	0.683774593	0.810552372	Ccdc88a	chr11	29373106	29373364	DIV11	Promoter (<=1kb)	11	29373658	29510808	137151	1	ENSMUST00000040182	-294	ENSMUSG00000032740	FOXG1_unique
ENSMUSG00000032741	2157.93171	0.236347823	0.149099708	0.075790587	0.184964144	Tpcn1	chr5	120582163	120582375	DIV11	Intron (ENSMUST00000046426/ENSMUSG00000032741, intron 2 of 27)	5	120534160	120588613	54454	2	ENSMUST00000046426	6238	ENSMUSG00000032741	FOXG1_unique
ENSMUSG00000032743	1631.895421	0.035012624	0.111730333	0.730344455	0.842416217	AC127333.1	chr7	125708463	125708758	DIV11	Promoter (<=1kb)	7	125707991	125761769	53779	1	ENSMUST00000148701	473	ENSMUSG00000032743	FOXG1_unique
ENSMUSG00000032744	8.332081398	-0.314466029	0.480577513	0.057817616	0.152072885	Heyl	chr4	123218225	123218823	DIV11	Distal Intergenic	4	123233556	123249875	16320	1	ENSMUST00000040821	-14733	ENSMUSG00000032744	FOXG1_unique
