geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000032252	chr9	62057248	62070606	cluster_5	Promoter (<=1kb)	1765.561595	0.732305747	0.286938198	0.000961004	0.00586607	Glce
ENSMUSG00000032257	chr9	49415221	49427021	cluster_5	Promoter (<=1kb)	15.65774226	-0.00886042	0.293677186	0.94399132	0.969832423	Ankk1
ENSMUSG00000032258	chr9	83431546	83454574	cluster_5	Promoter (<=1kb)	516.7484997	-0.08641747	0.139403357	0.488044365	0.656426161	Lca5
ENSMUSG00000032259	chr9	49340661	49407214	cluster_5	Promoter (<=1kb)	92.144627	-0.282216703	0.263947676	0.127620742	0.26844546	Drd2
ENSMUSG00000032268	chr9	49102778	49117587	cluster_5	Promoter (<=1kb)	41.77513457	-0.061111978	0.243929901	0.710678446	0.829514413	Tmprss5
ENSMUSG00000032269	chr9	48899212	48911099	cluster_5	Promoter (<=1kb)	55.26765567	-0.594094032	0.295115522	0.007543676	0.031561742	Htr3a
ENSMUSG00000032274	chr9	54165936	54193442	cluster_5	Promoter (<=1kb)	2.357549072	-0.037849737	0.327677816	0.387447406	.	Cyp19a1
ENSMUSG00000032278	chr9	61953737	62026790	cluster_5	Promoter (<=1kb)	14.33878655	0.542256125	0.594601277	0.031965221	0.097178307	Paqr5
ENSMUSG00000032281	chr9	54604996	54661885	cluster_5	Promoter (<=1kb)	2862.214697	-0.085164809	0.183129748	0.552127104	0.709817552	Acsbg1
ENSMUSG00000032289	chr9	60523966	60545882	cluster_5	Promoter (1-2kb)	263.5152944	-2.529462958	0.419556032	7.67768E-12	3.89252E-10	Thsd4
ENSMUSG00000032291	chr9	54764747	54773110	cluster_5	Promoter (<=1kb)	148.0407501	-0.778931823	0.258564988	0.000270497	0.002007293	Crabp1
ENSMUSG00000032299	chr9	57175274	57186110	cluster_5	Distal Intergenic	2195.89275	0.007602748	0.069868484	0.912139831	0.951411604	Commd4
ENSMUSG00000032300	chr9	57252321	57262599	cluster_5	Promoter (<=1kb)	1376.146987	-0.533419127	0.118856799	1.85965E-06	2.81579E-05	RP23-437A9.3
ENSMUSG00000032303	chr9	55011342	55026559	cluster_5	Promoter (<=1kb)	29.32100804	-0.357398604	0.532174215	0.040267711	0.115838385	Chrna3
ENSMUSG00000032311	chr9	55220221	55283625	cluster_5	Promoter (<=1kb)	30.78404898	0.028117658	0.238331386	0.865907437	0.927433766	Nrg4
ENSMUSG00000032315	chr9	57687927	57703824	cluster_5	Promoter (<=1kb)	21.8476952	-0.070016733	0.300100749	0.601731491	0.748079176	Cyp1a1
ENSMUSG00000032320	chr9	56027635	56031573	cluster_5	Distal Intergenic	7846.334031	-0.028507387	0.138219054	0.817027436	0.897217741	Rcn2
ENSMUSG00000032323	chr9	58015016	58027023	cluster_5	Promoter (<=1kb)	14.44947809	-0.542923117	0.589643723	0.032704918	0.098718706	Cyp11a1
ENSMUSG00000032327	chr9	58129087	58153997	cluster_5	Promoter (<=1kb)	271.9510641	-0.254845855	0.198331106	0.117783731	0.253365279	Stra6
ENSMUSG00000032332	chr9	79444036	79519302	cluster_5	Distal Intergenic	6822.698115	-0.060989161	0.202857533	0.69555219	0.818470436	Col12a1
ENSMUSG00000032350	chr9	77754534	77794489	cluster_5	Promoter (<=1kb)	4691.244507	-0.228676656	0.13639144	0.06471826	0.165217779	Gclc
ENSMUSG00000032355	chr9	77366411	77399416	cluster_5	Distal Intergenic	331.6252041	0.058376053	0.188461373	0.698198612	0.820582135	Mlip
ENSMUSG00000032357	chr9	76951697	77045781	cluster_5	Promoter (<=1kb)	1.339467495	-0.006058176	0.322305034	0.923201054	.	Tinag
ENSMUSG00000032359	chr9	90054266	90076095	cluster_5	Promoter (<=1kb)	999.5132981	0.186281233	0.165174837	0.193426392	0.359007476	Ctsh
ENSMUSG00000032363	chr9	90162977	90200102	cluster_5	Promoter (<=1kb)	439.3630669	-0.125028411	0.127543693	0.285991242	0.466460713	Adamts7
ENSMUSG00000032368	chr9	91360344	91365799	cluster_5	Promoter (<=1kb)	1768.371018	0.402112692	0.206977804	0.016787307	0.058844295	Zic1
ENSMUSG00000032369	chr9	92250193	92272561	cluster_5	Promoter (<=1kb)	273.7120987	0.19013498	0.17859245	0.207816859	0.376729746	Plscr1
ENSMUSG00000032372	chr9	92267257	92267361	cluster_5	Intron (ENSMUST00000093801/ENSMUSG00000032369, intron 7 of 8)	709.5700107	-0.15311881	0.234486051	0.366149478	0.547600015	Plscr2
ENSMUSG00000032372	chr9	92275601	92297752	cluster_5	Promoter (<=1kb)	709.5700107	-0.15311881	0.234486051	0.366149478	0.547600015	Plscr2
ENSMUSG00000032373	chr9	66713685	66766845	cluster_5	Promoter (<=1kb)	2418.893318	0.122185593	0.13813749	0.3345951	0.517234011	Car12
ENSMUSG00000032374	chr9	92718715	92795711	cluster_5	Distal Intergenic	3896.495007	-0.186147842	0.079033391	0.013349081	0.04945761	Plod2
ENSMUSG00000032374	chr9	92979915	93005733	cluster_5	Distal Intergenic	3896.495007	-0.186147842	0.079033391	0.013349081	0.04945761	Plod2
ENSMUSG00000032380	chr9	66158225	66272242	cluster_5	Promoter (<=1kb)	52.21384646	0.536126959	0.295416224	0.013344919	0.049451249	Dapk2
ENSMUSG00000032387	chr9	65630581	65660518	cluster_5	Promoter (<=1kb)	229.9430572	1.477323999	0.202438057	2.31967E-14	1.91529E-12	Rbpms2
ENSMUSG00000032392	chr9	65214689	65239219	cluster_5	Promoter (<=1kb)	324.7418243	-0.346371435	0.177764866	0.022457014	0.074071897	Parp16
ENSMUSG00000032401	chr9	64117146	64138118	cluster_5	Promoter (<=1kb)	16.92894459	-0.211573005	0.37107695	0.163603519	0.319545581	Lctl
ENSMUSG00000032413	chr9	96539299	96631503	cluster_5	Promoter (<=1kb)	1417.502701	-0.206351131	0.10090872	0.030156826	0.092937605	Rasa2
ENSMUSG00000032436	chr9	114756835	114781993	cluster_5	Promoter (<=1kb)	94.79722565	0.377744673	0.301586947	0.063779596	0.163398866	Cmtm7
ENSMUSG00000032437	chr9	115281091	115282070	cluster_5	Intron (ENSMUST00000035010/ENSMUSG00000032437, intron 1 of 15)	6846.777763	0.023876134	0.100815771	0.816219554	0.896525241	Stt3b
ENSMUSG00000032437	chr9	115336160	115341924	cluster_5	Distal Intergenic	6846.777763	0.023876134	0.100815771	0.816219554	0.896525241	Stt3b
ENSMUSG00000032440	chr9	116087694	116175363	cluster_5	Promoter (<=1kb)	2220.278496	-0.104674098	0.152091203	0.443629604	0.619165397	Tgfbr2
ENSMUSG00000032446	chr9	118478188	118486132	cluster_5	Promoter (<=1kb)	20.38029217	0.178790305	0.382405118	0.036228256	0.106691132	Eomes
ENSMUSG00000032451	chr9	97349561	97369958	cluster_5	Promoter (<=1kb)	1.340352469	-0.001135253	0.322921647	0.986935104	.	Trim42
ENSMUSG00000032454	chr9	98490536	98509771	cluster_5	Promoter (<=1kb)	40.26411232	-0.048256419	0.30359104	0.684823722	0.811093317	Rbp2
ENSMUSG00000032477	chr9	109875578	109893890	cluster_5	Promoter (<=1kb)	722.4936624	-0.642773775	0.167038336	2.1027E-05	0.000231879	Cdc25a
ENSMUSG00000032477	chr9	109889642	109889710	cluster_5	Intron (ENSMUST00000094324/ENSMUSG00000032477, intron 12 of 14)	722.4936624	-0.642773775	0.167038336	2.1027E-05	0.000231879	Cdc25a
ENSMUSG00000032482	chr9	110243782	110262576	cluster_5	Promoter (<=1kb)	9393.217574	0.131766061	0.175358219	0.396016076	0.576576903	Cspg5
ENSMUSG00000032487	chr1	150024260	150052202	cluster_5	Distal Intergenic	208.6885028	-1.836666571	0.478780172	1.90902E-06	2.88622E-05	Ptgs2
ENSMUSG00000032487	chr1	150159042	150164948	cluster_5	Distal Intergenic	208.6885028	-1.836666571	0.478780172	1.90902E-06	2.88622E-05	Ptgs2
ENSMUSG00000032492	chr9	110722084	110743686	cluster_5	Promoter (<=1kb)	145.0134436	-0.37621509	0.246451247	0.043563492	0.123113424	Pth1r
ENSMUSG00000032494	chr9	110939607	110946158	cluster_5	Promoter (<=1kb)	1.73656923	-0.121886996	0.360265196	0.02005274	.	Tdgf1
ENSMUSG00000032495	chr9	110951544	110984064	cluster_5	Promoter (<=1kb)	45.93359441	-0.233766957	0.284609997	0.198297459	0.364458952	Lrrc2
ENSMUSG00000032496	chr9	111019291	111042766	cluster_5	Promoter (<=1kb)	3.388087955	0.015014021	0.322539272	0.809138303	.	Ltf
ENSMUSG00000032500	chr9	111439080	111489611	cluster_5	Promoter (<=1kb)	278.7516293	0.93127319	0.337418717	0.000399175	0.002814541	Dclk3
ENSMUSG00000032501	chr15	59788416	59794959	cluster_5	Distal Intergenic	1074.838109	-0.620653395	0.176524878	8.49431E-05	0.000758638	Trib1
ENSMUSG00000032504	chr9	113496745	113587152	cluster_5	Distal Intergenic	3885.077218	-0.146043941	0.073993732	0.03997845	0.115100827	Pdcd6ip
ENSMUSG00000032507	chr9	113951595	113993800	cluster_5	Promoter (<=1kb)	1573.30172	-0.352112327	0.109283594	0.000623406	0.004086478	Fbxl2
ENSMUSG00000032511	chr9	119483407	119579016	cluster_5	Promoter (<=1kb)	829.4408542	-1.11275874	0.323262307	4.42068E-05	0.000437077	Scn5a
ENSMUSG00000032523	chr9	121784015	121792507	cluster_5	Promoter (<=1kb)	27.45721053	0.270455098	0.324561243	0.154270765	0.306345962	Hhatl
ENSMUSG00000032536	chr9	121366957	121474918	cluster_5	Promoter (<=1kb)	7126.159618	0.006716225	0.09787716	0.93964313	0.967194112	Trak1
ENSMUSG00000032537	chr9	102304923	102304975	cluster_5	Intron (ENSMUST00000035129/ENSMUSG00000032537, intron 1 of 15)	1594.330768	0.27556742	0.132739967	0.022934443	0.075290629	Ephb1
ENSMUSG00000032548	chr9	103008488	103087849	cluster_5	Promoter (<=1kb)	233.8534951	-0.794783558	0.21128773	1.99602E-05	0.000222466	Slco2a1
ENSMUSG00000032554	chr9	103208875	103230286	cluster_5	Promoter (<=1kb)	152.4101163	0.28331552	0.269348522	0.130972727	0.273336149	Trf
ENSMUSG00000032556	chr9	103424923	103480328	cluster_5	Promoter (<=1kb)	129.3383917	0.292289037	0.242669141	0.106753586	0.236685478	Bfsp2
ENSMUSG00000032561	chr9	104288239	104337722	cluster_5	Promoter (<=1kb)	11.96807345	-0.081374572	0.308814762	0.509538178	0.673997764	Acpp
ENSMUSG00000032570	chr9	105411361	105521257	cluster_5	Promoter (<=1kb)	4831.47298	-0.895042102	0.105309429	2.29569E-18	3.77557E-16	Atp2c1
ENSMUSG00000032572	chr9	105990317	106096691	cluster_5	Promoter (<=1kb)	49.35886604	-0.233055995	0.264045374	0.199925663	0.36659683	Col6a4
ENSMUSG00000032577	chr9	107254926	107289877	cluster_5	Promoter (<=1kb)	1529.494437	0.04762888	0.082664074	0.552527339	0.710106451	Mapkapk3
ENSMUSG00000032584	chr9	107906888	107920383	cluster_5	Promoter (<=1kb)	63.87312776	0.204203599	0.30333825	0.249085123	0.426109341	Mst1r
ENSMUSG00000032589	chr9	108133717	108138567	cluster_5	Intron (ENSMUST00000035208/ENSMUSG00000032589, intron 2 of 11)	11409.97845	-0.874695079	0.320326302	0.000563498	0.003775757	Bsn
ENSMUSG00000032591	chr9	108080435	108085027	cluster_5	Promoter (<=1kb)	25.92335413	0.352473733	0.475538235	0.066324875	0.168131064	Mst1
ENSMUSG00000032591	chr9	108081497	108081583	cluster_5	Promoter (1-2kb)	25.92335413	0.352473733	0.475538235	0.066324875	0.168131064	Mst1
ENSMUSG00000032595	chr9	107975566	107984056	cluster_5	Promoter (<=1kb)	53.00409474	0.770876269	0.40236853	0.005271524	0.023676211	Cdhr4
ENSMUSG00000032607	chr9	108296921	108301597	cluster_5	Promoter (<=1kb)	822.3732399	-0.120621034	0.166135782	0.391428125	0.571987115	Amt
ENSMUSG00000032611	chr9	108392833	108397767	cluster_5	Promoter (<=1kb)	31.27597044	0.184603469	0.264358579	0.295109636	0.476134377	RP23-448A11.15
ENSMUSG00000032621	chr13	103741614	103764582	cluster_5	Promoter (<=1kb)	2119.507649	-0.003009961	0.099482414	0.995423559	0.997346368	Srek1
ENSMUSG00000032623	chr5	120914817	120921647	cluster_5	Promoter (<=1kb)	1.091530252	0.00799663	0.325257654	0.981649974	.	Oas1d
ENSMUSG00000032643	chr4	124700698	124708611	cluster_5	Promoter (<=1kb)	228.4281206	-0.315233876	0.156483622	0.022576626	0.074333099	Fhl3
ENSMUSG00000032648	chr19	6384407	6398464	cluster_5	Promoter (<=1kb)	153.3501099	0.40069373	0.23447373	0.028456293	0.088806287	Pygm
ENSMUSG00000032656	chr18	56936259	56940518	cluster_5	Distal Intergenic	315.486945	0.724359096	0.241190497	0.000366955	0.002619316	March3
ENSMUSG00000032661	chr5	120753097	120777659	cluster_5	Promoter (<=1kb)	2.996097768	-0.029288374	0.323731902	0.712543345	.	Oas3
ENSMUSG00000032667	chr6	5264623	5298373	cluster_5	Promoter (<=1kb)	3408.113286	-0.439428226	0.231225022	0.016204634	0.057268265	Pon2
ENSMUSG00000032679	chr2	104095800	104115410	cluster_5	Promoter (<=1kb)	629.8873078	0.335652993	0.250302509	0.07143553	0.177287367	Cd59a
ENSMUSG00000032688	chr18	65195452	65619615	cluster_5	Promoter (<=1kb)	227.030442	-0.255571716	0.14735754	0.052236728	0.1408178	Malt1
ENSMUSG00000032690	chr5	120730332	120749848	cluster_5	Promoter (<=1kb)	52.06947514	0.29301762	0.380030755	0.115248114	0.249182782	Oas2
ENSMUSG00000032691	chr11	59542685	59566956	cluster_5	Promoter (<=1kb)	5.546344359	-0.070736437	0.321541701	0.459305227	0.6324044	Nlrp3
ENSMUSG00000032698	chr2	103957994	103981878	cluster_5	Promoter (<=1kb)	487.1551223	-0.028481814	0.160532142	0.839369523	0.910955822	Lmo2
ENSMUSG00000032714	chr10	78584502	78591964	cluster_5	Promoter (<=1kb)	1064.017593	0.238997463	0.127887599	0.041910629	0.119393058	Syde1
ENSMUSG00000032717	chr17	47815327	47834691	cluster_5	Promoter (<=1kb)	190.4577856	-0.047429999	0.133019491	0.703461994	0.824277843	Mdfi
ENSMUSG00000032718	chr6	134609206	134632488	cluster_5	Promoter (<=1kb)	126.0013496	-0.055044648	0.202692372	0.729467804	0.842020212	Mansc1
ENSMUSG00000032719	chr1	15853861	15892722	cluster_5	Promoter (<=1kb)	18.41372561	0.040376869	0.291381222	0.770391326	0.868154761	Sbspon
ENSMUSG00000032725	chr7	101839987	101845331	cluster_5	Promoter (<=1kb)	33.64418526	0.17806877	0.346007199	0.227402942	0.399803616	Folr2
ENSMUSG00000032726	chr4	123312649	123343252	cluster_5	Promoter (<=1kb)	23.22160226	-1.817883132	1.12072109	0.001867459	0.010201681	Bmp8a
ENSMUSG00000032727	chr13	111686177	111718594	cluster_5	Promoter (<=1kb)	952.2944113	-0.043985848	0.091723044	0.604287371	0.750084631	Mier3
ENSMUSG00000032737	chr7	101822631	101837824	cluster_5	Promoter (<=1kb)	1853.214747	-0.078172586	0.147938753	0.553477714	0.710713786	Inppl1
ENSMUSG00000032739	chr17	33638055	33645706	cluster_5	Promoter (<=1kb)	2.045561402	-0.049403413	0.326422561	0.50869323	.	Pram1
ENSMUSG00000032744	chr4	123233555	123249870	cluster_5	Promoter (<=1kb)	8.332081398	-0.314466029	0.480577513	0.057817616	0.152072885	Heyl
ENSMUSG00000032754	chr5	120511191	120534024	cluster_5	Promoter (<=1kb)	317.98276	-0.224951838	0.183974117	0.141411871	0.287730913	Slc8b1
ENSMUSG00000032766	chr6	4003986	4008446	cluster_5	Promoter (<=1kb)	308.9279377	0.064627709	0.172345249	0.658325054	0.791872857	Gng11
ENSMUSG00000032766	chr6	4031840	4047584	cluster_5	Distal Intergenic	308.9279377	0.064627709	0.172345249	0.658325054	0.791872857	Gng11
ENSMUSG00000032769	chr1	14872647	14918862	cluster_5	Promoter (<=1kb)	12.0629512	-0.158990071	0.332693246	0.273089135	0.45283791	Trpa1
ENSMUSG00000032776	chr7	71947526	71962018	cluster_5	Distal Intergenic	88.75491232	0.13849537	0.197615717	0.385222231	0.566008703	Mctp2
ENSMUSG00000032783	chr15	99080804	99080865	cluster_5	Intron (ENSMUST00000039665/ENSMUSG00000032783, intron 8 of 13)	90.62231146	-0.019110394	0.2208005	0.902471996	0.945912228	Troap
ENSMUSG00000032796	chr17	67697264	67822645	cluster_5	Promoter (<=1kb)	831.1663724	0.569969079	0.318195557	0.012091364	0.045924934	Lama1
ENSMUSG00000032807	chr11	69157071	69169791	cluster_5	Promoter (<=1kb)	1.824612802	0.007834362	0.321906574	0.902441266	.	Alox12b
ENSMUSG00000032812	chr7	101348068	101412586	cluster_5	Promoter (<=1kb)	1088.9019	0.164728318	0.134237472	0.181306962	0.343993485	Arap1
ENSMUSG00000032815	chr8	123268243	123318576	cluster_5	Promoter (<=1kb)	148.9071588	-0.724191044	0.318182904	0.002382747	0.012435654	Fanca
ENSMUSG00000032826	chr3	126921606	126943386	cluster_5	Exon (ENSMUST00000044443/ENSMUSG00000032826, exon 1 of 25)	25867.18225	-0.626798448	0.199176752	0.000314246	0.002286649	Ank2
ENSMUSG00000032827	chr6	4903319	5165661	cluster_5	Promoter (<=1kb)	3511.855047	-0.009036222	0.138104067	0.946900632	0.971097158	Ppp1r9a
ENSMUSG00000032841	chr2	101714284	101838980	cluster_5	Promoter (<=1kb)	381.559569	-0.341331152	0.278465632	0.075473432	0.184368079	Prr5l
ENSMUSG00000032845	chr18	65265530	65393888	cluster_5	Promoter (<=1kb)	2.362741471	0.031698911	0.320997046	0.682852943	.	Alpk2
ENSMUSG00000032852	chr2	151842926	151874668	cluster_5	Promoter (<=1kb)	3.607651228	0.037456151	0.322512244	0.619746573	.	Rspo4
ENSMUSG00000032854	chr3	125865342	125938550	cluster_5	Promoter (<=1kb)	41.84086398	-1.772289676	0.404186149	6.00194E-07	1.02286E-05	Ugt8a
ENSMUSG00000032860	chr7	100996567	101011998	cluster_5	Promoter (<=1kb)	494.6470628	-0.975557549	0.271009748	2.7641E-05	0.000292596	P2ry2
ENSMUSG00000032870	chr4	120973258	120973322	cluster_5	Promoter (2-3kb)	4575.683831	-0.416905678	0.10500737	2.88993E-05	0.000303848	Smap2
ENSMUSG00000032890	chr4	120877868	120891560	cluster_5	Promoter (<=1kb)	3428.162342	2.059989086	0.142412509	6.10709E-49	1.54425E-45	Rims3
ENSMUSG00000032892	chr11	68972483	68973855	cluster_5	Promoter (<=1kb)	295.4010584	0.411292128	0.16537327	0.004788073	0.021890258	Rangrf
ENSMUSG00000032899	chr6	131299143	131313827	cluster_5	Promoter (<=1kb)	301.7688044	-2.343334518	0.273979633	1.53177E-19	3.06795E-17	Styk1
ENSMUSG00000032908	chr1	78310345	78420286	cluster_5	Promoter (<=1kb)	16.71942095	-0.247323057	0.361077091	0.152611053	0.303922102	Sgpp2
ENSMUSG00000032942	chr7	100472990	100486432	cluster_5	Promoter (<=1kb)	2.124629028	0.023132432	0.324640461	0.70345217	.	Ucp3
ENSMUSG00000032988	chr15	79251015	79254748	cluster_5	Promoter (<=1kb)	18.2593625	0.338414747	0.502611812	0.057436672	0.151326704	Slc16a8
ENSMUSG00000032999	chr13	65177110	65205716	cluster_5	Promoter (<=1kb)	6.857932088	0.147557368	0.344505832	0.24048102	0.415678933	Nlrp4f
ENSMUSG00000033007	chr1	75450509	75474340	cluster_5	Promoter (<=1kb)	96.02491312	-0.267574971	0.253209298	0.141443393	0.287737169	Asic4
ENSMUSG00000033032	chr18	61730261	61786662	cluster_5	Promoter (<=1kb)	239.8576102	1.06609412	0.313559977	3.31151E-05	0.000342477	Afap1l1
ENSMUSG00000033053	chr19	23558759	23652812	cluster_5	Promoter (<=1kb)	98.09829696	-0.241503995	0.347059037	0.14575138	0.294134543	1700028P14Rik
ENSMUSG00000033055	chr15	79053093	79062859	cluster_5	Promoter (<=1kb)	1341.575012	0.085867308	0.112419436	0.415343786	0.594831111	Ankrd54
ENSMUSG00000033061	chr1	75272201	75278380	cluster_5	Promoter (<=1kb)	44.49187469	0.150159943	0.236011157	0.377791244	0.559755297	Resp18
ENSMUSG00000033063	chr13	64737590	64903888	cluster_5	Promoter (<=1kb)	424.4216442	0.580811655	0.129058316	1.5739E-06	2.42671E-05	Cntnap3
ENSMUSG00000033066	chr11	67532997	67688992	cluster_5	Promoter (<=1kb)	6461.350501	-0.707779476	0.190147019	3.40134E-05	0.0003498	Gas7
ENSMUSG00000033080	chr2	150680701	150689137	cluster_5	Promoter (<=1kb)	3.946047137	-0.214339873	0.427100693	0.024203024	.	Vsx1
ENSMUSG00000033082	chr6	129426683	129452000	cluster_5	Promoter (<=1kb)	61.19059411	-0.071089934	0.245967127	0.663610667	0.79597543	Clec1a
ENSMUSG00000033088	chr15	79002222	79002284	cluster_5	Promoter (<=1kb)	3032.566803	-0.319405545	0.115441995	0.00341349	0.016650951	Triobp
ENSMUSG00000033102	chr13	64192544	64248538	cluster_5	Promoter (<=1kb)	438.8002098	-0.058929674	0.124421443	0.607045633	0.752012102	Cdc14b
ENSMUSG00000033102	chr13	64248699	64268145	cluster_5	Promoter (<=1kb)	438.8002098	-0.058929674	0.124421443	0.607045633	0.752012102	Cdc14b
ENSMUSG00000033105	chr10	76545870	76562226	cluster_5	Promoter (<=1kb)	3612.843521	-1.305830619	0.23865155	1.98738E-09	6.30136E-08	Lss
ENSMUSG00000033107	chr18	20944624	20983848	cluster_5	Promoter (<=1kb)	33.374805	-0.232804914	0.329663252	0.189992627	0.35452088	Rnf125
ENSMUSG00000033114	chr13	64096309	64129330	cluster_5	Promoter (<=1kb)	81.22037522	0.335080223	0.274150957	0.082696853	0.19762252	Slc35d2
ENSMUSG00000033149	chr16	45746230	45844378	cluster_5	Promoter (<=1kb)	553.4215709	-0.12320179	0.144069249	0.339394496	0.521623709	Phldb2
ENSMUSG00000033170	chr15	78775135	78803042	cluster_5	Promoter (<=1kb)	119.6353273	-0.389754756	0.225675253	0.029330113	0.090944031	Card10
ENSMUSG00000033191	chr4	118471190	118489849	cluster_5	Promoter (<=1kb)	3.001517194	-0.027773954	0.32058969	0.699016613	.	Tie1
ENSMUSG00000033196	chr11	67171026	67197517	cluster_5	Promoter (<=1kb)	81.79512625	0.653849598	0.411001783	0.011276691	0.043475546	Myh2
ENSMUSG00000033207	chr19	23302608	23448322	cluster_5	Promoter (<=1kb)	774.7033785	0.102335577	0.17693439	0.490627856	0.658036917	Mamdc2
ENSMUSG00000033208	chr10	76253835	76261319	cluster_5	Promoter (<=1kb)	162.7138903	-0.035159321	0.239920225	0.826567612	0.902960479	S100b
ENSMUSG00000033209	chr5	110879802	111289779	cluster_5	Promoter (<=1kb)	3680.290585	0.01478277	0.177356217	0.933028322	0.96356085	Ttc28
ENSMUSG00000033220	chr15	78559168	78572783	cluster_5	Promoter (<=1kb)	24.08574894	-0.022370045	0.307000748	0.832760927	0.906899834	Rac2
ENSMUSG00000033227	chr1	74771891	74785319	cluster_5	Promoter (<=1kb)	19.13773335	0.086956829	0.307890241	0.490607178	0.658036917	Wnt6
ENSMUSG00000033237	chr15	96182799	96203470	cluster_5	Distal Intergenic	2748.289062	0.221906762	0.178588833	0.137329929	0.282035243	Arid2
ENSMUSG00000033237	chr15	96190473	96197974	cluster_5	Distal Intergenic	2748.289062	0.221906762	0.178588833	0.137329929	0.282035243	Arid2
ENSMUSG00000033237	chr15	96231869	96254684	cluster_5	Distal Intergenic	2748.289062	0.221906762	0.178588833	0.137329929	0.282035243	Arid2
ENSMUSG00000033237	chr15	96268563	96275275	cluster_5	Distal Intergenic	2748.289062	0.221906762	0.178588833	0.137329929	0.282035243	Arid2
ENSMUSG00000033249	chr8	105269800	105275845	cluster_5	Promoter (<=1kb)	23.3494635	0.330165352	0.434787972	0.084811091	0.201177716	Hsf4
ENSMUSG00000033255	chr10	75954513	76009589	cluster_5	Promoter (<=1kb)	3.392075816	0.053256853	0.325224623	0.476603912	.	RP23-167L1.2
ENSMUSG00000033268	chr2	122315671	122347972	cluster_5	Promoter (<=1kb)	18.77319979	-0.239679599	0.317744203	0.191128954	0.35620973	Duox1
ENSMUSG00000033278	chr17	66666847	67354459	cluster_5	Promoter (<=1kb)	1399.510432	0.083599278	0.131678265	0.486819721	0.655258243	Ptprm
ENSMUSG00000033295	chr4	118210504	118210564	cluster_5	Promoter (<=1kb)	11241.22121	-0.685139933	0.103240297	4.8035E-12	2.57064E-10	Ptprf
ENSMUSG00000033306	chr16	24529313	24534472	cluster_5	Intron (ENSMUST00000038053/ENSMUSG00000033306, intron 3 of 12)	908.1758967	0.120603782	0.18698381	0.432835081	0.609906719	Lpp
ENSMUSG00000033316	chr5	110544354	110621383	cluster_5	Promoter (<=1kb)	2263.345067	-1.426740264	0.18302012	4.53928E-16	5.01776E-14	Galnt9
ENSMUSG00000033323	chr18	80541891	80544546	cluster_5	Distal Intergenic	768.3644746	-0.097335711	0.092433135	0.270605859	0.449949526	Ctdp1
ENSMUSG00000033327	chr17	34670534	34719815	cluster_5	Promoter (<=1kb)	188.6312977	0.682996515	0.308913085	0.003560877	0.017261677	Tnxb
ENSMUSG00000033368	chr2	122160699	122179027	cluster_5	Promoter (<=1kb)	4.359013088	0.132600455	0.356072591	0.160100216	.	Trim69
ENSMUSG00000033383	chr16	23429132	23433960	cluster_5	Promoter (<=1kb)	7.860366303	-0.46882888	0.95143375	0.011131758	0.043023372	Rtp1
ENSMUSG00000033386	chr3	116859566	116903750	cluster_5	Promoter (<=1kb)	394.3318063	-0.024987919	0.167409241	0.866531623	0.927611166	Frrs1
ENSMUSG00000033409	chr8	113643212	113655533	cluster_5	Promoter (<=1kb)	6.131586023	0.08439203	0.323156779	0.408388247	0.588243083	Syce1l
ENSMUSG00000033427	chr10	75406910	75441679	cluster_5	Promoter (<=1kb)	20.58612744	-0.069756787	0.287802016	0.629132742	0.769684078	Upb1
ENSMUSG00000033434	chr5	110099968	110105952	cluster_5	Promoter (<=1kb)	1425.580479	-0.217948516	0.081468183	0.005689083	0.025177087	Gtpbp6
ENSMUSG00000033450	chr17	7925999	7934897	cluster_5	Promoter (<=1kb)	5.425967352	0.026605351	0.304292652	0.820000365	0.899108166	Tagap
ENSMUSG00000033491	chr9	86743632	86757506	cluster_5	Promoter (<=1kb)	119.8789877	-0.099431484	0.242606343	0.542692856	0.70222238	Prss35
ENSMUSG00000033498	chr2	121363726	121380940	cluster_5	Promoter (<=1kb)	3.76721572	-0.008112065	0.312642557	0.931459869	.	Strc
ENSMUSG00000033501	chr16	22805202	22811410	cluster_5	Promoter (<=1kb)	134.2867155	-0.059230683	0.286927183	0.683312527	0.810255198	Crygs
ENSMUSG00000033508	chr6	86628173	86629704	cluster_5	Promoter (<=1kb)	28.63553797	0.276496507	0.322552502	0.148602014	0.297807622	Asprv1
ENSMUSG00000033510	chr7	63344691	63444529	cluster_5	Promoter (<=1kb)	995.2722567	-0.441839892	0.251312067	0.020940982	0.070169808	Otud7a
ENSMUSG00000033526	chr2	121310560	121351013	cluster_5	Promoter (<=1kb)	1604.662509	-0.032506632	0.101386101	0.734501289	0.844974645	Ppip5k1
ENSMUSG00000033538	chr9	5308848	5336791	cluster_5	Promoter (<=1kb)	106.6065107	-0.263129508	0.315786548	0.154517431	0.306654872	Casp4
ENSMUSG00000033542	chr6	43265643	43289320	cluster_5	Promoter (<=1kb)	337.0815736	0.205895136	0.179951775	0.173906731	0.333613965	Arhgef5
ENSMUSG00000033544	chr1	156839022	156861079	cluster_5	Promoter (<=1kb)	9.669975781	0.259748008	0.385592848	0.133114145	0.276322837	Angptl1
