Chrom	Start	End	X17_67124392_67124520	X18.2852730981878	X.0.22270934926077202	X0.24577446659602803	X0.569318191041132	ENSMUSG00000033278.10	Ptprm	intron	ENSMUSG00000033278.10.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr4	123572993	123573274	4_123572993_123573274	53.2636577915181	-0.123431169956235	0.525463769998122	0.783778190493748	ENSMUSG00000028649.18	Macf1	intron	ENSMUSG00000028649.18	Intron (ENSMUST00000097897/ENSMUSG00000028649, intron 1 of 97)	4	123538880	123564694	25815	2	ENSMUST00000146000	-8300	ENSMUSG00000028649	ENSMUSG00000028649
chr4	135494454	135494728	4_135494454_135494728	86.8444563228462	-0.027705500390597	0.888462004267191	0.960147013991372	ENSMUSG00000028803.18	Nipal3	promoter-TSS	ENSMUSG00000028801.14	Promoter (<=1kb)	4	135445420	135494506	49087	2	ENSMUST00000154417	0	ENSMUSG00000028803	ENSMUSG00000028803
chr4	141078276	141078490	4_141078276_141078490	114.173097676253	-0.0678332399640769	0.7127186114866	0.885557703061348	ENSMUSG00000028923.14	Necap2	promoter-TSS	ENSMUSG00000028923.14	Promoter (<=1kb)	4	141066512	141078342	11831	2	ENSMUST00000132906	0	ENSMUSG00000028923	ENSMUSG00000028923
chr5	51783454	51783846	5_51783454_51783846	53.4660036568316	-0.0808811397749339	0.701917686385708	0.879818854809849			Intergenic	Intergenic	Distal Intergenic	5	51490200	51567725	77526	2	ENSMUST00000151104	-215730	ENSMUSG00000029167	ENSMUSG00000029167
chr5	104046691	104047053	5_104046691_104047053	244.220219240146	-0.186567078260079	0.217162392804051	0.54043033073216	ENSMUSG00000093690.1	Mir5619	promoter-TSS	ENSMUSG00000029310.13	Promoter (<=1kb)	5	104046869	104065379	18511	1	ENSMUST00000031250	0	ENSMUSG00000029310	ENSMUSG00000029310
chr5	91962655	91963353	5_91962655_91963353	233.26211529581	0.157130588623508	0.285163106687128	0.608222179595025	ENSMUSG00000029397.15	Rchy1	promoter-TSS	ENSMUSG00000102644.5	Promoter (<=1kb)	5	91948904	91963068	14165	2	ENSMUST00000031345	0	ENSMUSG00000029397	ENSMUSG00000029397
chr5	124483244	124483595	5_124483244_124483595	80.5486679374283	-0.145746841837094	0.463984900639728	0.742115102254012	ENSMUSG00000029402.8	Snrnp35	promoter-TSS	ENSMUSG00000029402.8	Promoter (<=1kb)	5	124483458	124491107	7650	1	ENSMUST00000111453	0	ENSMUSG00000029402	ENSMUSG00000029402
chr5	125058372	125058571	5_125058372_125058571	70.9318579316844	0.0310785461797711	0.878140251431182	0.956398627930405	ENSMUSG00000105604.1	RP24-291G12.3	promoter-TSS	ENSMUSG00000029478.16	Promoter (<=1kb)	5	125030800	125058400	27601	2	ENSMUST00000134404	0	ENSMUSG00000029478	ENSMUSG00000029478
chr5	96210022	96210180	5_96210022_96210180	55.9874990345831	0.183993209747802	0.378535820685625	0.683459179634092	ENSMUSG00000029486.13	Mrpl1	promoter-TSS	ENSMUSG00000029486.13	Promoter (<=1kb)	5	96210115	96266709	56595	1	ENSMUST00000036437	0	ENSMUSG00000029486	ENSMUSG00000029486
chr5	110839603	110840125	5_110839603_110840125	342.873571627776	0.085582274748116	0.500950487997194	0.767207482216228	ENSMUSG00000029521.7	Chek2	promoter-TSS	ENSMUSG00000029521.7	Promoter (<=1kb)	5	110840017	110874133	34117	1	ENSMUST00000066160	0	ENSMUSG00000029521	ENSMUSG00000029521
chr5	139626012	139626199	5_139626012_139626199	42.7729701866952	0.266753032264809	0.211670500870622	0.534390129566819			Intergenic	Intergenic	Distal Intergenic	5	139543898	139548176	4279	1	ENSMUST00000031523	82115	ENSMUSG00000029546	ENSMUSG00000029546
chr6	16317112	16317241	6_16317112_16317241	24.0126377693519	0.19993446613798	0.333255786659849	0.648051159727855			Intergenic	Intergenic	Distal Intergenic	6	16833381	16898441	65061	2	ENSMUST00000031533	581200	ENSMUSG00000029553	ENSMUSG00000029553
chr5	142960259	142960409	5_142960259_142960409	96.3239008255589	0.00357854689981868	0.985112552334108	0.994739591327181	ENSMUSG00000029581.14	Fscn1	promoter-TSS	ENSMUSG00000029581.14	Promoter (<=1kb)	5	142960343	142973185	12843	1	ENSMUST00000031565	0	ENSMUSG00000029581	ENSMUSG00000029581
chr5	149442393	149442517	5_149442393_149442517	27.9455622262378	0.0559306921748498	0.790180740076267	0.920135709723768	ENSMUSG00000107164.1	RP23-375E13.6	exon	ENSMUSG00000107164.1	Promoter (2-3kb)	5	149439706	149470620	30915	1	ENSMUST00000031667	2688	ENSMUSG00000029660	ENSMUSG00000029660
chr5	135168672	135168989	5_135168672_135168989	205.741492949391	0.114755126829657	0.460340193651444	0.739503194335058	ENSMUSG00000029681.12	Bcl7b	intron	ENSMUSG00000029681.12	Promoter (<=1kb)	5	135168412	135181831	13420	1	ENSMUST00000111188	261	ENSMUSG00000029681	ENSMUSG00000029681
chr6	97205526	97205886	6_97205526_97205886	240.354309643476	-0.0120679277966501	0.93383261848585	0.977179700700943	ENSMUSG00000030061.16	Uba3	promoter-TSS	ENSMUSG00000030061.16	Promoter (<=1kb)	6	97183670	97205560	21891	2	ENSMUST00000164744	0	ENSMUSG00000030061	ENSMUSG00000030061
chr6	121272066	121272191	6_121272066_121272191	39.2678551360649	0.0689396334490363	0.747096738677645	0.902169025917001	ENSMUSG00000107736.1	RP23-27C9.6	intron	ENSMUSG00000107736.1	Distal Intergenic	6	121245906	121270916	25011	1	ENSMUST00000032198	26161	ENSMUSG00000030107	ENSMUSG00000030107
chr6	113326608	113327026	6_113326608_113327026	346.729224101305	0.0728513036436239	0.567464798110402	0.809697205766611	ENSMUSG00000030271.14	Ogg1	promoter-TSS	ENSMUSG00000030271.14	Promoter (<=1kb)	6	113326972	113334188	7217	1	ENSMUST00000032406	0	ENSMUSG00000030271	ENSMUSG00000030271
chr6	146357982	146358370	6_146357982_146358370	60.884889465181	0.131616214353601	0.524795496635428	0.783165071316219	ENSMUSG00000030287.15	Itpr2	intron	ENSMUSG00000030287.15	Intron (ENSMUST00000053273/ENSMUSG00000030287, intron 22 of 56)	6	146357700	146396986	39287	2	ENSMUST00000131890	38616	ENSMUSG00000030287	ENSMUSG00000030287
chr6	125313857	125314034	6_125313857_125314034	51.7547193828059	0.00122947981719897	0.995376934074429	0.997734730786031	ENSMUSG00000030339.7	Ltbr	promoter-TSS	ENSMUSG00000030339.7	Promoter (<=1kb)	6	125306571	125313885	7315	2	ENSMUST00000032489	0	ENSMUSG00000030339	ENSMUSG00000030339
chr6	125490149	125490365	6_125490149_125490365	61.608579082031	-0.24698099917479	0.23213192730817	0.554665799743961	ENSMUSG00000030342.8	Cd9	intron	ENSMUSG00000030342.8	Intron (ENSMUST00000032492/ENSMUSG00000030342, intron 1 of 7)	6	125460266	125494791	34526	2	ENSMUST00000032492	4426	ENSMUSG00000030342	ENSMUSG00000030342
chr6	128143520	128143774	6_128143520_128143774	62.6951005614254	-0.256553142764293	0.216271296434729	0.539641163269292	ENSMUSG00000030352.14	Tspan9	promoter-TSS	ENSMUSG00000030352.14	Promoter (<=1kb)	6	127961396	128143563	182168	2	ENSMUST00000112173	0	ENSMUSG00000030352	ENSMUSG00000030352
chr7	64155822	64155987	7_64155822_64155987	55.1331776488869	0.171016519011892	0.421246290318172	0.713569892159418	ENSMUSG00000030523.18	Trpm1	intron	ENSMUSG00000030523.18	Promoter (1-2kb)	7	64153928	64269132	115205	1	ENSMUST00000107527	1895	ENSMUSG00000030523	ENSMUSG00000030523
chr7	78847184	78847351	7_78847184_78847351	35.4447710079976	0.158040615385469	0.457336095544905	0.737409182040113	ENSMUSG00000108791.1	RP23-53O7.2	promoter-TSS	ENSMUSG00000108791.1	Promoter (<=1kb)	7	78827474	78847236	19763	2	ENSMUST00000032839	0	ENSMUSG00000030610	ENSMUSG00000030610
chr7	98702822	98703302	7_98702822_98703302	327.461431564637	-0.0370226047189305	0.792871585258347	0.921356783782023	ENSMUSG00000030753.15	Thap12	promoter-TSS	ENSMUSG00000086477.2	Promoter (<=1kb)	7	98703103	98715367	12265	1	ENSMUST00000126356	0	ENSMUSG00000030753	ENSMUSG00000030753
chr7	127912407	127912589	7_127912407_127912589	47.7828215572168	-0.184928241625787	0.383390425790049	0.686653770148339	ENSMUSG00000030801.10	Kat8	promoter-TSS	ENSMUSG00000030801.10	Promoter (<=1kb)	7	127912517	127925832	13316	1	ENSMUST00000033070	0	ENSMUSG00000030801	ENSMUSG00000030801
chr7	122132859	122133115	7_122132859_122133115	109.484428755785	-0.182766708081535	0.321830758853529	0.637796078705861	ENSMUSG00000030868.6	Dctn5	promoter-TSS	ENSMUSG00000044702.13	Promoter (<=1kb)	7	122133041	122149044	16004	1	ENSMUST00000033156	0	ENSMUSG00000030868	ENSMUSG00000030868
chr7	120918610	120918788	7_120918610_120918788	66.6562733172348	-0.210711581413767	0.312888793015308	0.631615063512246	ENSMUSG00000030880.14	Polr3e	intron	ENSMUSG00000030880.14	Promoter (<=1kb)	7	120917744	120947432	29689	1	ENSMUST00000106483	867	ENSMUSG00000030880	ENSMUSG00000030880
chr7	135837172	135837304	7_135837172_135837304	19.9709965144647	0.00709058135766277	0.971465413604647	0.99047517788697			Intergenic	Intergenic	Distal Intergenic	7	135689788	135716379	26592	2	ENSMUST00000033310	-120794	ENSMUSG00000031004	ENSMUSG00000031004
chr7	135802904	135803111	7_135802904_135803111	38.8467413907055	0.194201700647475	0.363203487263832	0.671956009888946	ENSMUSG00000109831.1	RP24-371E20.5	intron	ENSMUSG00000109831.1	Distal Intergenic	7	135689788	135716379	26592	2	ENSMUST00000033310	-86526	ENSMUSG00000031004	ENSMUSG00000031004
chr7	144915024	144915174	7_144915024_144915174	68.4294712066072	0.024642796000047	0.904546014718611	0.965247293095809	ENSMUSG00000115783.1	Bc1	promoter-TSS	ENSMUSG00000031072.14	Promoter (<=1kb)	7	144915100	144930748	15649	1	ENSMUST00000128057	0	ENSMUSG00000031072	ENSMUSG00000031072
chrX	7648811	7649178	X_7648811_7649178	186.504541815535	0.0224248923922492	0.892387740622316	0.961136769227028	ENSMUSG00000031144.15	Syp	intron	ENSMUSG00000031144.15	3' UTR	20	7643909	7645033	1125	1	ENSMUST00000134355	4903	ENSMUSG00000031144	ENSMUSG00000031144
chrX	8192716	8193036	X_8192716_8193036	63.7134534408979	0.0464624744863087	0.821272444488894	0.933393158109622	ENSMUSG00000031169.13	Porcn	promoter-TSS	ENSMUSG00000031168.14	Promoter (<=1kb)	20	8189875	8192898	3024	2	ENSMUST00000149495	0	ENSMUSG00000031168	ENSMUSG00000031168
chrX	73966351	73966540	X_73966351_73966540	69.8413391515872	0.243305493071551	0.231271818763961	0.554046061008851	ENSMUSG00000031386.14	Hcfc1	promoter-TSS	ENSMUSG00000031386.14	Promoter (<=1kb)	20	73942792	73966357	23566	2	ENSMUST00000033761	0	ENSMUSG00000031386	ENSMUSG00000031386
chr8	34146488	34146890	8_34146488_34146890	86.9372503616554	0.0497121451845212	0.799449324653283	0.924364442378925	ENSMUSG00000031513.8	Leprotl1	exon	ENSMUSG00000031513.8	Promoter (<=1kb)	8	34135572	34147033	11462	2	ENSMUST00000033910	143	ENSMUSG00000031513	ENSMUSG00000031513
chr8	55121390	55121582	8_55121390_55121582	29.7011291373069	-0.100749550966422	0.634576157405665	0.845400755958201			Intergenic	Intergenic	Distal Intergenic	8	54954728	55060877	106150	1	ENSMUST00000033915	166663	ENSMUSG00000031517	ENSMUSG00000031517
chr8	25537230	25537624	8_25537230_25537624	214.025520440846	-0.00605145625641121	0.967958757356561	0.989549035774351	ENSMUSG00000031565.18	Fgfr1	intron	ENSMUSG00000031565.18	Intron (ENSMUST00000155564/ENSMUSG00000031565, intron 3 of 3)	8	25532281	25574577	42297	1	ENSMUST00000167764	4950	ENSMUSG00000031565	ENSMUSG00000031565
chr8	33385501	33385925	8_33385501_33385925	145.14609502286	0.0967722495948643	0.573262645169256	0.812519318127469	ENSMUSG00000049184.6	Purg	promoter-TSS	ENSMUSG00000031583.13	Promoter (<=1kb)	8	33234384	33385527	151144	2	ENSMUST00000033990	0	ENSMUSG00000031583	ENSMUSG00000031583
chr8	57457262	57457405	8_57457262_57457405	42.0597203726639	-0.138888127114843	0.514792652326403	0.776944352309312	ENSMUSG00000031610.3	Scrg1	intron	ENSMUSG00000031610.3	Promoter (1-2kb)	8	57455923	57477585	21663	1	ENSMUST00000034023	1340	ENSMUSG00000031610	ENSMUSG00000031610
chr8	45617616	45617791	8_45617616_45617791	37.3328695791977	-0.112444726515685	0.598823812053191	0.827034391537393	ENSMUSG00000031626.17	Sorbs2	intron	ENSMUSG00000031626.17	Intron (ENSMUST00000098788/ENSMUSG00000031626, intron 1 of 20)	8	45627745	45745807	118063	1	ENSMUST00000134321	-9954	ENSMUSG00000031626	ENSMUSG00000031626
chr8	95715808	95715993	8_95715808_95715993	82.1286260746776	0.121502872442305	0.551359961490348	0.799721977549623	ENSMUSG00000036564.17	Ndrg4	promoter-TSS	ENSMUSG00000031671.11	Promoter (<=1kb)	8	95715915	95716781	867	1	ENSMUST00000148727	0	ENSMUSG00000031671	ENSMUSG00000031671
chr8	95888397	95888561	8_95888397_95888561	58.3155130148652	0.114238561167721	0.585014001819038	0.819882775765534	ENSMUSG00000031672.8	Got2	promoter-TSS	ENSMUSG00000031672.8	Promoter (<=1kb)	8	95864134	95888547	24414	2	ENSMUST00000034097	0	ENSMUSG00000031672	ENSMUSG00000031672
chr8	85555292	85555529	8_85555292_85555529	94.0200162639772	0.0632968270875615	0.741945912245495	0.899689333572473	ENSMUSG00000031701.6	Dnaja2	promoter-TSS	ENSMUSG00000031701.6	Promoter (<=1kb)	8	85537640	85555271	17632	2	ENSMUST00000034138	-22	ENSMUSG00000031701	ENSMUSG00000031701
chr8	103938895	103939208	8_103938895_103939208	37.3929119984543	-0.0230281050624426	0.913858944168693	0.969613885507657			Intergenic	Intergenic	Distal Intergenic	8	104101625	104144502	42878	1	ENSMUST00000034339	-162417	ENSMUSG00000031871	ENSMUSG00000031871
chr9	27029985	27030169	9_27029985_27030169	74.1592230055639	0.174993576405748	0.385744266995801	0.687850405672137	ENSMUSG00000035024.16	Ncapd3	promoter-TSS	ENSMUSG00000031988.10	Promoter (<=1kb)	9	27004503	27030094	25592	2	ENSMUST00000034470	0	ENSMUSG00000031988	ENSMUSG00000031988
chr9	27155260	27155560	9_27155260_27155560	63.5138821711717	0.0931585488269007	0.654260665174634	0.854377705352518	ENSMUSG00000031990.15	Jam3	promoter-TSS	ENSMUSG00000031990.15	Promoter (<=1kb)	9	27097385	27155421	58037	2	ENSMUST00000034472	0	ENSMUSG00000031990	ENSMUSG00000031990
chr9	43239883	43240125	9_43239883_43240125	94.9058661785132	-0.183940620769646	0.347260041675273	0.659134573802978	ENSMUSG00000032014.6	Oaf	promoter-TSS	ENSMUSG00000032014.6	Promoter (<=1kb)	9	43221278	43239816	18539	2	ENSMUST00000034512	-68	ENSMUSG00000032014	ENSMUSG00000032014
chr9	71485890	71486054	9_71485890_71486054	39.1373676768257	0.269559777634084	0.206835116142443	0.528741520320579	ENSMUSG00000032199.12	Polr2m	promoter-TSS	ENSMUSG00000032199.12	Promoter (<=1kb)	9	71478437	71485935	7499	2	ENSMUST00000034720	0	ENSMUSG00000032199	ENSMUSG00000032199
chr9	73113265	73113493	9_73113265_73113493	62.9407065177385	-0.148802346637121	0.472178234855883	0.747923591917988	ENSMUSG00000032215.15	Rsl24d1	promoter-TSS	ENSMUSG00000032215.15	Promoter (<=1kb)	9	73113426	73122712	9287	1	ENSMUST00000169399	0	ENSMUSG00000032215	ENSMUSG00000032215
chr9	70269417	70269607	9_70269417_70269607	37.5007178293395	-0.0859290946664281	0.687072634523959	0.872505464242652	ENSMUSG00000032220.10	Myo1e	intron	ENSMUSG00000032220.10	Intron (ENSMUST00000034745/ENSMUSG00000032220, intron 1 of 27)	9	70207350	70400067	192718	1	ENSMUST00000034745	62068	ENSMUSG00000032220	ENSMUSG00000032220
chr9	57655879	57656003	9_57655879_57656003	44.1480676973936	0.123230380382078	0.562494190679248	0.806396130493909			Intergenic	Intergenic	Distal Intergenic	9	57626647	57645653	19007	2	ENSMUST00000034863	-10227	ENSMUSG00000032312	ENSMUSG00000032312
chr9	78448105	78448314	9_78448105_78448314	111.981159636587	0.168458595438329	0.361688132043638	0.670291439046115	ENSMUSG00000032342.13	Mto1	promoter-TSS	ENSMUSG00000032342.13	Promoter (<=1kb)	9	78448208	78474152	25945	1	ENSMUST00000034896	0	ENSMUSG00000032342	ENSMUSG00000032342
chr9	63856477	63856609	9_63856477_63856609	40.0762126110588	0.217427399147411	0.309351252232446	0.62858925002334			Intergenic	Intergenic	Distal Intergenic	9	63646767	63757994	111228	2	ENSMUST00000034973	-98484	ENSMUSG00000032402	ENSMUSG00000032402
chr9	99587878	99588072	9_99587878_99588072	34.2829342940906	-0.216225967213679	0.310306581944004	0.629266088906107			Intergenic	Intergenic	Distal Intergenic	9	99580297	99582689	2393	1	ENSMUST00000136884	7582	ENSMUSG00000032469	ENSMUSG00000032469
chr9	113708190	113708363	9_113708190_113708363	61.6914422765202	0.088923631104118	0.666874793815852	0.862056438957525	ENSMUSG00000032504.15	Pdcd6ip	promoter-TSS	ENSMUSG00000032504.15	Promoter (<=1kb)	9	113651744	113708259	56516	2	ENSMUST00000035086	0	ENSMUSG00000032504	ENSMUSG00000032504
chr9	119340975	119341470	9_119340975_119341470	228.278955792656	-0.141385590364269	0.343027200088807	0.655920674411905	ENSMUSG00000036138.16	Acaa1a	promoter-TSS	ENSMUSG00000036138.16	Promoter (<=1kb)	9	119339690	119341411	1722	2	ENSMUST00000139870	0	ENSMUSG00000032508	ENSMUSG00000032508
chr9	103111677	103111925	9_103111677_103111925	85.8999252466325	-0.0359238710047912	0.85477085112738	0.94695044756175	ENSMUSG00000032549.7	Rab6b	promoter-TSS	ENSMUSG00000032549.7	Promoter (<=1kb)	9	103112074	103185270	73197	1	ENSMUST00000035155	-149	ENSMUSG00000032549	ENSMUSG00000032549
chr18	56925419	56925831	18_56925419_56925831	457.279116413767	-0.124960607324103	0.267941282169043	0.593645421018882	ENSMUSG00000032656.14	March3	promoter-TSS	ENSMUSG00000032656.14	Promoter (<=1kb)	18	56761716	56925548	163833	2	ENSMUST00000102912	0	ENSMUSG00000032656	ENSMUSG00000032656
chr7	71960635	71960770	7_71960635_71960770	20.8335771737805	-0.188732118053625	0.346815410642439	0.658921845842134	ENSMUSG00000108800.1	RP23-276E14.1	promoter-TSS	ENSMUSG00000108800.1	Distal Intergenic	7	72077832	72306595	228764	2	ENSMUST00000079323	345825	ENSMUSG00000032776	ENSMUSG00000032776
chr4	120815743	120815890	4_120815743_120815890	49.8673460716564	0.270894423699859	0.200345077176871	0.521362291187243	ENSMUSG00000032897.17	Nfyc	promoter-TSS	ENSMUSG00000032897.17	Promoter (<=1kb)	4	120757438	120815712	58275	2	ENSMUST00000120779	-32	ENSMUSG00000032897	ENSMUSG00000032897
chr15	98108412	98108546	15_98108412_98108546	27.2598642350904	0.0753140003692658	0.6377488234283	0.846611316178305	ENSMUSG00000033065.14	Pfkm	promoter-TSS	ENSMUSG00000033065.14	Promoter (<=1kb)	15	98108471	98132447	23977	1	ENSMUST00000051226	0	ENSMUSG00000033065	ENSMUSG00000033065
chr8	106210883	106211120	8_106210883_106211120	120.741845106674	0.0747390171048626	0.693311278926638	0.875691239271598	ENSMUSG00000033106.6	Slc7a6os	promoter-TSS	ENSMUSG00000033106.6	Promoter (<=1kb)	8	106200438	106210933	10496	2	ENSMUST00000035925	0	ENSMUSG00000033106	ENSMUSG00000033106
chr10	75397369	75397500	10_75397369_75397500	27.7399373470682	0.0617459280551543	0.767248950723471	0.910758266171665	ENSMUSG00000033416.15	Gucd1	intron	ENSMUSG00000033416.15	Intron (ENSMUST00000145890/ENSMUSG00000033416, intron 6 of 8)	10	75406911	75441679	34769	1	ENSMUST00000039925	-9411	ENSMUSG00000033427	ENSMUSG00000033427
chr7	63672098	63672254	7_63672098_63672254	65.7892901132456	0.258237892222197	0.209325941939268	0.531717681779606	ENSMUSG00000033510.14	Otud7a	intron	ENSMUSG00000033510.14	Intron (ENSMUST00000058476/ENSMUSG00000033510, intron 4 of 13)	7	63650815	63757989	107175	1	ENSMUST00000177534	21284	ENSMUSG00000033510	ENSMUSG00000033510
chr5	108668983	108669457	5_108668983_108669457	133.461880298325	0.0441622438691008	0.801404053451504	0.925372008297785	ENSMUSG00000004815.12	Dgkq	promoter-TSS	ENSMUSG00000033540.18	Promoter (<=1kb)	5	108669106	108684552	15447	1	ENSMUST00000140620	0	ENSMUSG00000033540	ENSMUSG00000033540
chr8	111393677	111393897	8_111393677_111393897	40.2055635123526	0.0680744105548439	0.750131844114551	0.902833740966924	ENSMUSG00000033579.16	Fa2h	promoter-TSS	ENSMUSG00000033579.16	Promoter (<=1kb)	8	111345141	111393824	48684	2	ENSMUST00000038475	0	ENSMUSG00000033579	ENSMUSG00000033579
chr17	34644697	34644863	17_34644697_34644863	100.693863597472	-0.0943754316734185	0.619004573016668	0.836964565466889	ENSMUSG00000033739.8	Fkbpl	promoter-TSS	ENSMUSG00000033739.8	Promoter (<=1kb)	17	34644764	34646324	1561	1	ENSMUST00000036720	0	ENSMUSG00000033739	ENSMUSG00000033739
chr7	118712404	118712641	7_118712404_118712641	81.7192505670477	0.0869912951595825	0.661239690194624	0.858694860466807	ENSMUSG00000033904.16	Ccp110	promoter-TSS	ENSMUSG00000033904.16	Promoter (<=1kb)	7	118712552	118737024	24473	1	ENSMUST00000106557	0	ENSMUSG00000033904	ENSMUSG00000033904
chr10	115384768	115385031	10_115384768_115385031	207.185568123075	0.137766746695642	0.368836403115728	0.675891157009427	ENSMUSG00000034163.10	Zfc3h1	promoter-TSS	ENSMUSG00000020137.5	Promoter (<=1kb)	10	115384959	115432772	47814	1	ENSMUST00000036044	0	ENSMUSG00000034163	ENSMUSG00000034163
chr9	27287534	27287662	9_27287534_27287662	22.7577209192117	-0.0116948111104655	0.953758166473955	0.983938502409763			Intergenic	Intergenic	Distal Intergenic	9	27299228	27330135	30908	1	ENSMUST00000115247	-11566	ENSMUSG00000034275	ENSMUSG00000034275
chr5	127241704	127241985	5_127241704_127241985	51.6968835470049	-0.274549235079492	0.193661225080578	0.513538566444227	ENSMUSG00000034324.16	Tmem132c	promoter-TSS	ENSMUSG00000034324.16	Promoter (<=1kb)	5	127241808	127565793	323986	1	ENSMUST00000119026	0	ENSMUSG00000034324	ENSMUSG00000034324
chr6	108065232	108065468	6_108065232_108065468	137.42946718592	0.0582721703689353	0.741509001206514	0.899689333572473	ENSMUSG00000034639.7	Setmar	intron	ENSMUSG00000034639.7	Promoter (<=1kb)	6	108065062	108076061	11000	1	ENSMUST00000138140	171	ENSMUSG00000034639	ENSMUSG00000034639
chr13	55471194	55471732	13_55471194_55471732	274.665387927547	-0.00555130140174853	0.967833416577157	0.989503405979176	ENSMUSG00000034686.8	Prr7	intron	ENSMUSG00000034686.8	Intron (ENSMUST00000046533/ENSMUSG00000034686, intron 1 of 2)	13	55464267	55473155	8889	1	ENSMUST00000046533	6928	ENSMUSG00000034686	ENSMUSG00000034686
chr10	81176478	81176661	10_81176478_81176661	123.055747964623	0.126746391929439	0.478562748492946	0.752150190815199	ENSMUSG00000034994.10	Eef2	promoter-TSS	ENSMUSG00000034994.10	Promoter (<=1kb)	10	81176631	81182507	5877	1	ENSMUST00000047864	0	ENSMUSG00000034994	ENSMUSG00000034994
chr10	80602771	80602944	10_80602771_80602944	57.0136650518447	-0.00959000183015025	0.963820263809445	0.988423422200641	ENSMUSG00000113949.1	Scamp4	promoter-TSS	ENSMUSG00000113640.1	Promoter (<=1kb)	10	80602880	80607654	4775	1	ENSMUST00000038411	0	ENSMUSG00000035370	ENSMUSG00000035370
chr16	35022242	35022451	16_35022242_35022451	56.269923201425	0.18691244886099	0.376641840812969	0.681875263469005	ENSMUSG00000116840.1	RP23-80O10.3	promoter-TSS	ENSMUSG00000035376.10	Promoter (<=1kb)	16	35022421	35109175	86755	1	ENSMUST00000061156	0	ENSMUSG00000035376	ENSMUSG00000035376
chr4	45165597	45165722	4_45165597_45165722	21.3994295668707	-0.231651966506704	0.248060416693675	0.57252215117874			Intergenic	Intergenic	Distal Intergenic	4	45184875	45261900	77026	1	ENSMUST00000134280	-19153	ENSMUSG00000035615	ENSMUSG00000035615
chr10	93889721	93889872	10_93889721_93889872	45.7070668774064	0.184771542640747	0.385091124469359	0.687837978861599	ENSMUSG00000036112.15	Metap2	promoter-TSS	ENSMUSG00000036112.15	Promoter (1-2kb)	10	93858489	93891202	32714	2	ENSMUST00000047910	1330	ENSMUSG00000036112	ENSMUSG00000036112
chr17	46890365	46890709	17_46890365_46890709	242.068610158435	0.160361814429122	0.273213579583407	0.598006079932066	ENSMUSG00000036430.8	Tbcc	promoter-TSS	ENSMUSG00000036430.8	Promoter (<=1kb)	17	46890621	46892463	1843	1	ENSMUST00000040434	0	ENSMUSG00000036430	ENSMUSG00000036430
chr14	79480873	79481233	14_79480873_79481233	145.180286568359	0.154330426760429	0.390985977757868	0.691730925634907	ENSMUSG00000036461.16	Elf1	promoter-TSS	ENSMUSG00000036461.16	Promoter (<=1kb)	14	79481194	79582476	101283	1	ENSMUST00000040131	0	ENSMUSG00000036461	ENSMUSG00000036461
chr2	25574878	25575087	2_25574878_25575087	135.419200907612	0.194620638802946	0.279518185096393	0.603460532168721	ENSMUSG00000029419.8	Gm996	promoter-TSS	ENSMUSG00000097872.1	Promoter (<=1kb)	2	25573502	25574878	1377	2	ENSMUST00000147096	-1	ENSMUSG00000036504	ENSMUSG00000036504
chr7	107594960	107595270	7_107594960_107595270	105.574010517561	-0.170990895550587	0.36588127547388	0.673592288090506	ENSMUSG00000036528.15	Ppfibp2	promoter-TSS	ENSMUSG00000036528.15	Promoter (<=1kb)	7	107595051	107744894	149844	1	ENSMUST00000040056	0	ENSMUSG00000036528	ENSMUSG00000036528
chr3	62224668	62224809	3_62224668_62224809	32.9881113861405	0.0464046406927769	0.826505127294954	0.936033794387104			Intergenic	Intergenic	Distal Intergenic	3	62338344	62462221	123878	1	ENSMUST00000079300	-113535	ENSMUSG00000036885	ENSMUSG00000036885
chr5	138441345	138441541	5_138441345_138441541	60.1211416165142	0.272289366217349	0.189951751925755	0.508796961882202	ENSMUSG00000036898.16	Zfp157	promoter-TSS	ENSMUSG00000036898.16	Promoter (<=1kb)	5	138441468	138460694	19227	1	ENSMUST00000085856	0	ENSMUSG00000036898	ENSMUSG00000036898
chr15	102136065	102136392	15_102136065_102136392	215.657975767131	0.108146243261143	0.469412982890741	0.746107906509484	ENSMUSG00000036966.15	Spryd3	promoter-TSS	ENSMUSG00000036966.15	Promoter (<=1kb)	15	102116528	102136192	19665	2	ENSMUST00000139279	0	ENSMUSG00000036966	ENSMUSG00000036966
chr10	62356471	62356733	10_62356471_62356733	91.8964678748327	-0.0331609733449863	0.864301832749365	0.951012548437532	ENSMUSG00000085347.1	Hk1os	intron	ENSMUSG00000085347.1	Promoter (1-2kb)	10	62269108	62358362	89255	2	ENSMUST00000072357	1629	ENSMUSG00000037012	ENSMUSG00000037012
chr3	51341275	51341595	3_51341275_51341595	162.000814037941	-0.118616879442606	0.490500448306197	0.760393331872424	ENSMUSG00000037174.18	Elf2	promoter-TSS	ENSMUSG00000037174.18	Promoter (<=1kb)	3	51264869	51340658	75790	2	ENSMUST00000135496	-618	ENSMUSG00000037174	ENSMUSG00000037174
